match_id,break_number,half,fixture,home,away,start_minute,disruption,percentile,n_candidates,has_claim,stage,cell
64,1,H1,Cabo Verde v Saudi Arabia,Cabo Verde,Saudi Arabia,24,1,77.77777777777779,18,False,Group Stage,mid
64,2,H2,Cabo Verde v Saudi Arabia,Cabo Verde,Saudi Arabia,69,5,100.0,18,False,Group Stage,hidden_effect
65,1,H1,Norway v France,Norway,France,24,1,33.33333333333333,6,False,Group Stage,true_null
65,2,H2,Norway v France,Norway,France,68,2,94.44444444444444,18,False,Group Stage,hidden_effect
66,1,H1,Senegal v Iraq,Senegal,Iraq,23,2,27.27272727272727,11,False,Group Stage,true_null
66,2,H2,Senegal v Iraq,Senegal,Iraq,67,2,80.0,5,False,Group Stage,hidden_effect
67,1,H1,Jordan v Argentina,Jordan,Argentina,23,2,,0,False,Group Stage,unscored
67,2,H2,Jordan v Argentina,Jordan,Argentina,68,1,77.77777777777779,9,False,Group Stage,mid
68,1,H1,Algeria v Austria,Algeria,Austria,23,0,54.54545454545454,11,False,Group Stage,mid
68,2,H2,Algeria v Austria,Algeria,Austria,68,2,87.5,8,False,Group Stage,hidden_effect
69,1,H1,Colombia v Portugal,Colombia,Portugal,25,0,5.555555555555555,18,False,Group Stage,true_null
69,2,H2,Colombia v Portugal,Colombia,Portugal,68,4,77.77777777777779,18,False,Group Stage,mid
70,1,H1,Congo DR v Uzbekistan,Congo DR,Uzbekistan,23,1,100.0,13,False,Group Stage,hidden_effect
70,2,H2,Congo DR v Uzbekistan,Congo DR,Uzbekistan,70,2,,0,False,Group Stage,unscored
71,1,H1,Panama v England,Panama,England,23,2,77.77777777777779,18,False,Group Stage,mid
71,2,H2,Panama v England,Panama,England,69,8,100.0,6,False,Group Stage,hidden_effect
72,1,H1,Croatia v Ghana,Croatia,Ghana,25,1,61.53846153846154,13,False,Group Stage,mid
72,2,H2,Croatia v Ghana,Croatia,Ghana,69,1,100.0,12,False,Group Stage,hidden_effect
73,1,H1,South Africa v Canada,South Africa,Canada,23,1,94.44444444444444,18,False,Round of 32,hidden_effect
73,2,H2,South Africa v Canada,South Africa,Canada,67,0,11.11111111111111,18,False,Round of 32,true_null
74,1,H1,Brazil v Japan,Brazil,Japan,23,0,36.36363636363637,11,False,Round of 32,true_null
74,2,H2,Brazil v Japan,Brazil,Japan,68,3,75.0,12,False,Round of 32,mid
75,1,H1,Germany v Paraguay,Germany,Paraguay,23,1,61.111111111111114,18,False,Round of 32,mid
75,2,H2,Germany v Paraguay,Germany,Paraguay,70,2,85.71428571428571,14,False,Round of 32,hidden_effect
76,1,H1,Netherlands v Morocco,Netherlands,Morocco,22,3,77.77777777777779,18,False,Round of 32,mid
76,2,H2,Netherlands v Morocco,Netherlands,Morocco,67,0,0.0,10,False,Round of 32,true_null
