match_id,n_shots,goals_pdf,goals_expected,own_goals_inferred,goals_match,xg_home_pdf,xg_home_meta,subs_on,subs_off,subs_balanced,n_physical_rows,sub_flags
60,19,2,2,0,True,1.22,1.12,10,10,True,30,Sweden Lucas BERGVALL Third: no lineup match for markers [37]; Japan Yuto Nagatomo: sub implied by lineup minutes (15) but no PDF row parsed; Sweden Lucas Erik Holger Bergvall: sub implied by lineup minutes (53) but no PDF row parsed
61,41,6,6,0,True,0.3,0.48,10,10,True,31,New Zealand Tim PAYNE: no lineup match for markers [64]; New Zealand Ben OLD: no lineup match for markers [45]; New Zealand Callum McCOWATT: no lineup match for markers [64]; Belgium Matias FERNANDEZ PARDO: no lineup match for markers [56]; New Zealand Timothy John Payne: sub implied by lineup minutes (64) but no PDF row parsed; New Zealand Michael Joseph Boxall: sub implied by lineup minutes (26) but no PDF row parsed; New Zealand Benjamin Craig Old: sub implied by lineup minutes (44) but no PDF row parsed; New Zealand Mc: sub implied by lineup minutes (26) but no PDF row parsed; Belgium Matias Fernandez-Pardo: sub implied by lineup minutes (34) but no PDF row parsed
62,28,2,2,0,True,0.92,0.85,8,8,True,28,"Egypt OMAR MARMOUSH: no lineup match for markers [45]; IR Iran Shoja KHALILZADEH: no lineup match for markers [94]; IR Iran Mohammad MOHEBBI: unexplained markers [1] (mins=90, starting); IR Iran Hossein KANANI: no lineup match for markers [45, 19]; IR Iran Alireza JAHANBAKHSH: markers [1] far from expected 89; Egypt Ahmed Ibrahim Yasser: sub implied by lineup minutes (76) but no PDF row parsed; Egypt Mohamed Abdelsalam Omar: sub implied by lineup minutes (44) but no PDF row parsed; IR Iran Mohammadhossein Kanani: sub implied by lineup minutes (46) but no PDF row parsed"
63,11,1,1,0,True,0.22,0.78,9,10,False,30,"Spain Alex BAENA: no lineup match for markers [66, 46, 42]; Spain Dani OLMO: no lineup match for markers [60]; Spain Nico WILLIAMS: no lineup match for markers [76]; Spain Daniel Olmo: sub implied by lineup minutes (30) but no PDF row parsed; Spain Alejandro Baena: sub implied by lineup minutes (66) but no PDF row parsed; Spain Nicholas Williams: sub implied by lineup minutes (14) but no PDF row parsed"
64,22,0,0,0,True,1.37,0.42,10,9,False,29,"Cabo Verde WILLY SEMEDO: no lineup match for markers [61]; Cabo Verde RYAN MENDES: no lineup match for markers [72]; Cabo Verde WAGNER PINA: unexplained markers [4] (mins=90, starting); Cabo Verde GARRY RODRIGUES: no lineup match for markers [72]; Cabo Verde STEVEN MOREIRA: no lineup match for markers [4]; Saudi Arabia FERAS ALBRIKAN: no lineup match for markers [93]; Saudi Arabia ALI LAJAMI Third: no lineup match for markers [33]; Cabo Verde RODRIGUESGarry Garry: sub implied by lineup minutes (19) but no PDF row parsed; Cabo Verde Johnson Willy: sub implied by lineup minutes (61) but no PDF row parsed; Cabo Verde Isaac Ryan: sub implied by lineup minutes (71) but no PDF row parsed; Cabo Verde MOREIRASteven Steven: sub implied by lineup minutes (1) but no PDF row parsed; Saudi Arabia Mohammed Ali Lajami: sub implied by lineup minutes (57) but no PDF row parsed"
65,27,5,5,0,True,1.45,1.3,10,10,True,28,"Norway Thelo AASGAARD: no lineup match for markers [21]; France Desire DOUE: unexplained markers [4] (mins=90, starting); France Jean Philippe MATETA: no lineup match for markers [87]; France Dayotchanculle Oswald Upamecano: sub implied by lineup minutes (76) but no PDF row parsed; France Jean-Philippe Mateta: sub implied by lineup minutes (4) but no PDF row parsed"
66,33,4,5,1,True,2.7,3.01,10,10,True,29,"Iraq REBIN SULAKA: unexplained markers [9] (mins=90, starting); Iraq AHMED QASEM: no lineup match for markers [16]; Iraq MERCHAS DOSKI: no lineup match for markers [90]; Iraq Ihab Ahmed Ahmed: sub implied by lineup minutes (16) but no PDF row parsed"
67,18,4,4,0,True,0.96,0.76,10,10,True,29,"Jordan ODEH FAKHOURY: unexplained markers [45] (mins=0, starting); Jordan MOHAMMAD ABUZRAIQ: no lineup match for markers [90, 94]; Jordan SALEEM OBAID: no lineup match for markers [90]; Argentina Nico PAZ: no lineup match for markers [61]; Jordan Rasem Adel Amer Jamous: sub implied by lineup minutes (14) but no PDF row parsed; Jordan Faisal Yousef Mohammad: sub implied by lineup minutes (1) but no PDF row parsed; Jordan Amer Saleem Saleem: sub implied by lineup minutes (1) but no PDF row parsed; Argentina Nicolas Paz: sub implied by lineup minutes (60) but no PDF row parsed"
68,22,6,6,0,True,1.54,1.62,9,7,False,27,"Algeria Riyad MAHREZ: unexplained markers [3] (mins=90, starting); Algeria Houssem AOUAR: no lineup match for markers [4]; Algeria Rayan AIT NOURI: no lineup match for markers [71]; Algeria Fares GHEDJEMIS: markers [4] far from expected 89; Austria Phillip MWENE: unexplained markers [5] (mins=90, starting); Austria Sasa KALAJDZIC: markers [6, 5] far from expected 89; Algeria Rayan Ait-Nouri: sub implied by lineup minutes (19) but no PDF row parsed; Austria Xaver Schlager: sub implied by lineup minutes (46) but no PDF row parsed"
69,37,0,0,0,True,1.85,1.62,10,9,False,30,Portugal RUBEN NEVES: no lineup match for markers [45]; Portugal NUNO MENDES: no lineup match for markers [2]; Portugal MATHEUS NUNES: no lineup match for markers [2]; Colombia Kevin Duvan Castano: sub implied by lineup minutes (14) but no PDF row parsed; Portugal Luiz Matheus: sub implied by lineup minutes (1) but no PDF row parsed; Portugal Diogo Ruben: sub implied by lineup minutes (46) but no PDF row parsed
70,22,4,4,0,True,2.11,2.35,10,10,True,29,"Congo DR Yoane WISSA: unexplained markers [1] (mins=90, starting)"
71,29,2,2,0,True,0.72,0.69,10,10,True,30,England Ollie WATKINS: no lineup match for markers [84]; England Noni MADUEKE: no lineup match for markers [63]; England Djed SPENCE: no lineup match for markers [63]; England George Arthur Watkins: sub implied by lineup minutes (6) but no PDF row parsed; England Azuka Tristan Madueke: sub implied by lineup minutes (27) but no PDF row parsed; England Tehuti Djed-Hotep Spence: sub implied by lineup minutes (27) but no PDF row parsed
72,14,3,3,0,True,0.48,0.42,9,9,True,29,Ghana Kamaldeen SULEMANA: no lineup match for markers [71]; Ghana Caleb YIRENKYI Third: no lineup match for markers [85]; Ghana Brandon THOMAS ASANTE: no lineup match for markers [71]; Ghana Caleb Marfo Yirenkyi: sub implied by lineup minutes (5) but no PDF row parsed; Ghana Brandon Michael Clarke Thomas-Asante: sub implied by lineup minutes (19) but no PDF row parsed; Ghana Kamal Deen Sulemana: sub implied by lineup minutes (71) but no PDF row parsed
73,18,1,1,0,True,0.16,0.13,8,8,True,28,"Canada Stephen EUSTAQUIO: unexplained markers [2] (mins=90, starting); Canada Tani OLUWASEYI: no lineup match for markers [70]; Canada Nathan SALIBA: no lineup match for markers [59, 54]; Canada Tanitoluwa Oluwatimilehin Oluwaseyi: sub implied by lineup minutes (70) but no PDF row parsed; Canada Nathan-Dylan Saliba: sub implied by lineup minutes (59) but no PDF row parsed"
74,24,3,3,0,True,2.12,1.69,9,6,False,29,"Brazil CASEMIRO: no lineup match for markers [14, 56, 3]; Brazil BRUNO GUIMARAES: no lineup match for markers [8]; Brazil FABINHO: markers [3] far from expected 89; Brazil DANILO SANTOS: markers [8] far from expected 89; Brazil GABRIEL MARTINELLI: no lineup match for markers [66, 6]; Japan Daizen MAEDA: unexplained markers [7] (mins=90, starting); Japan Koki OGAWA: markers [7] far from expected 89; Brazil MARTINELLIGabriel Gabriel: sub implied by lineup minutes (24) but no PDF row parsed"
75,27,2,2,0,True,1.25,0.72,12,11,False,32,"Paraguay 120 Junior ALONSO: unexplained markers [2] (mins=120, starting); Paraguay 120 Fabian BALBUENA: markers [2] far from expected 119; Germany Leon Christoph Goretzka: sub implied by lineup minutes (74) but no PDF row parsed"
76,17,2,2,0,True,0.33,0.23,11,11,True,30,"Morocco Azzedine OUNAHI: no lineup match for markers [86]; Morocco Issa DIOP: unexplained markers [1] (mins=120, starting); Netherlands Marten Elco De Roon: sub implied by lineup minutes (10) but no PDF row parsed; Morocco Azz-Eddine Ounahi: sub implied by lineup minutes (86) but no PDF row parsed"
77,23,3,3,0,True,1.43,1.15,8,6,False,27,"Côte d'Ivoire Ghislain KONAN: unexplained markers [3] (mins=90, starting); Côte d'Ivoire Ange Yoan BONNY: no lineup match for markers [60]; Côte d'Ivoire Yan DIOMANDE: unexplained markers [3] (mins=90, starting); Côte d'Ivoire Evann GUESSAND: markers [3] far from expected 89; Côte d'Ivoire Bazoumana TOURE: markers [3] far from expected 89; Côte d'Ivoire Ange-Yoan Laurent Bonny: sub implied by lineup minutes (60) but no PDF row parsed"
78,33,3,3,0,True,2.9,3.17,10,10,True,30,France Jean Philippe MATETA: no lineup match for markers [85]; France Jean-Philippe Mateta: sub implied by lineup minutes (5) but no PDF row parsed
79,22,2,2,0,True,1.86,1.02,10,11,False,29,
80,23,3,3,0,True,1.75,2.04,9,8,False,29,"England Declan RICE: unexplained markers [1] (mins=90, starting); England Noni MADUEKE: no lineup match for markers [61]; England Djed SPENCE: no lineup match for markers [70]; England John STONES: markers [1] far from expected 89; England Bukayo Ayoyinka Saka: sub implied by lineup minutes (30) but no PDF row parsed; England Azuka Tristan Madueke: sub implied by lineup minutes (60) but no PDF row parsed; England Tehuti Djed-Hotep Spence: sub implied by lineup minutes (70) but no PDF row parsed"
81,37,5,5,0,True,1.74,1.74,12,12,True,33,"Belgium Youri TIELEMANS 120: unexplained markers [5] (mins=120, starting)"
82,18,2,2,0,True,0.8,0.92,8,7,False,30,"USA Weston McKENNIE: no lineup match for markers [5]; USA Folarin BALOGUN: unexplained markers [61] (mins=64, starting); USA Giovanni Alejandro Reyna: sub implied by lineup minutes (1) but no PDF row parsed"
83,28,3,3,0,True,2.25,2.84,10,8,False,29,"Spain Dani OLMO: no lineup match for markers [71]; Spain Aymeric LAPORTE: unexplained markers [3] (mins=90, starting); Spain Alex BAENA: no lineup match for markers [71]; Spain PEDRI: unexplained markers [3] (mins=90, starting); Spain Marc PUBILL: markers [3] far from expected 89; Spain Fabian RUIZ: markers [3] far from expected 89; Spain Daniel Olmo: sub implied by lineup minutes (71) but no PDF row parsed; Spain Alejandro Baena: sub implied by lineup minutes (71) but no PDF row parsed"
84,28,3,3,0,True,1.91,2.18,9,7,False,29,"Portugal BRUNO FERNANDES: no lineup match for markers [62]; Portugal NELSON SEMEDO: no lineup match for markers [62]; Portugal GONCALO RAMOS: no lineup match for markers [63, 4]; Portugal RUBEN NEVES: no lineup match for markers [81]; Croatia Mateo KOVACIC: unexplained markers [6] (mins=90, starting); Croatia Nikola VLASIC: unexplained markers [2] (mins=90, starting); Croatia Josko GVARDIOL: markers [2] far from expected 89; Croatia Andrej KRAMARIC: markers [6] far from expected 89; Portugal SEMEDONélson Nelson: sub implied by lineup minutes (27) but no PDF row parsed; Portugal Miguel Bruno: sub implied by lineup minutes (63) but no PDF row parsed; Portugal RAMOSGonçalo Goncalo: sub implied by lineup minutes (27) but no PDF row parsed; Portugal Diogo Ruben: sub implied by lineup minutes (9) but no PDF row parsed"
85,19,2,2,0,True,1.9,2.52,11,11,True,32,"Algeria Riyad MAHREZ: unexplained markers [71] (mins=90, starting); Algeria Houssem AOUAR: no lineup match for markers [58]; Switzerland Silvan Dominic Widmer: sub implied by lineup minutes (3) but no PDF row parsed; Algeria Houssem-Eddine Chaabane Aouar: sub implied by lineup minutes (58) but no PDF row parsed; Algeria Selmane Rami Bensebaini: sub implied by lineup minutes (71) but no PDF row parsed"
86,30,1,2,1,True,0.74,0.87,11,12,False,30,Australia Paul OKON ENGSTLER: no lineup match for markers [90]; Egypt 120 MARAWAN ATTIA: markers [1] far from expected 119; Egypt OMAR MARMOUSH: no lineup match for markers [105]; Egypt HOSSAM ABDELMAGUID Third: no lineup match for markers [67]; Egypt 120 MAHMOUD SABER: markers [1] far from expected 119; Australia Paul Michael Junior Okon-Engstler: sub implied by lineup minutes (29) but no PDF row parsed; Egypt Abdelmegeed Abdelsalam Hossam Abdelmaguid: sub implied by lineup minutes (53) but no PDF row parsed; Egypt Mohamed Abdelsalam Omar: sub implied by lineup minutes (106) but no PDF row parsed
87,38,4,5,1,True,2.73,2.16,11,11,True,33,Argentina Nico GONZALEZ: no lineup match for markers [64]; Cabo Verde DINEY BORGES: no lineup match for markers [111]; Cabo Verde JOVANE CABRAL: no lineup match for markers [80]; Cabo Verde SIDNY LOPES CABRAL: no lineup match for markers [103]; Cabo Verde RYAN MENDES: no lineup match for markers [80]; Cabo Verde GILSON BENCHIMOL: no lineup match for markers [100]; Cabo Verde YANNICK SEMEDO: no lineup match for markers [100]; Cabo Verde WILLY SEMEDO: no lineup match for markers [80]; Argentina Nicolás Alejandro Tagliafico: sub implied by lineup minutes (35) but no PDF row parsed; Argentina Nicolas Ivan Gonzalez: sub implied by lineup minutes (57) but no PDF row parsed; Cabo Verde Eduardo Jovane: sub implied by lineup minutes (80) but no PDF row parsed; Cabo Verde BENCHIMOLGilson Gilson: sub implied by lineup minutes (20) but no PDF row parsed; Cabo Verde SEMEDOJair Yannick: sub implied by lineup minutes (20) but no PDF row parsed; Cabo Verde Johnson Willy: sub implied by lineup minutes (40) but no PDF row parsed; Cabo Verde Isaac Ryan: sub implied by lineup minutes (80) but no PDF row parsed
88,27,1,1,0,True,1.8,2.19,9,9,True,28,
89,20,1,1,0,True,0.13,0.3,0,1,False,27,"Paraguay Omar ALDERETE: unexplained markers [58] (mins=90, starting); Paraguay Diego GOMEZ: unexplained markers [71] (mins=0, starting); Paraguay Miguel ALMIRON: unexplained markers [71] (mins=90, starting); Paraguay Julio ENCISO: unexplained markers [61] (mins=0, starting); Paraguay MAURICIO: unexplained markers [71] (mins=0, substitutes); Paraguay Jose CANALE: unexplained markers [58] (mins=90, substitutes); Paraguay Gabriel AVALOS: unexplained markers [71] (mins=0, substitutes); Paraguay Gustavo CABALLERO: unexplained markers [61] (mins=90, substitutes); France Manu KONE: no lineup match for markers [81]; France Ousmane DEMBELE: unexplained markers [84] (mins=0, starting); France Bradley BARCOLA: unexplained markers [61, 19] (mins=0, starting); France Desire DOUE: unexplained markers [61] (mins=0, substitutes); France Rayan CHERKI: unexplained markers [84] (mins=90, substitutes)"
90,15,3,3,0,True,0.68,0.8,9,0,False,30,"Canada Luc DE FOUGEROLLES: unexplained markers [49] (mins=0, starting); Canada Jonathan DAVID: unexplained markers [43] (mins=90, starting); Canada Tani OLUWASEYI: no lineup match for markers [63]; Canada Ali AHMED: unexplained markers [78] (mins=0, starting); Canada Richie LARYEA: no lineup match for markers [40, 78]; Canada Cyle LARIN: unexplained markers [63, 67] (mins=0, substitutes); Canada Jacob SHAFFELBURG: unexplained markers [78] (mins=90, substitutes); Canada Promise DAVID: unexplained markers [78] (mins=90, substitutes); Morocco Ayyoub BOUADDI: unexplained markers [63] (mins=90, starting); Morocco Azzedine: no lineup match for markers [87, 82, 50, 45]; Morocco Ismael SAIBARI: unexplained markers [22] (mins=90, starting); Morocco Bilal EL KHANNOUSS: unexplained markers [63, 51] (mins=90, starting); Morocco Redouane HALHAL: unexplained markers [20] (mins=0, starting); Morocco Sofyan AMRABAT: unexplained markers [63] (mins=0, substitutes); Morocco Chemsdine TALBI: unexplained markers [63] (mins=90, substitutes); Morocco Soufiane RAHIMI: markers [8, 22] far from expected 60"
91,23,3,3,0,True,2.57,2.61,8,7,False,27,"Brazil BRUNO GUIMARAES: no lineup match for markers [79]; Brazil GABRIEL MARTINELLI: no lineup match for markers [67]; Brazil EDERSON SILVA: no lineup match for markers [79]; Norway David MOLLER WOLFE: unexplained markers [5] (mins=90, starting); Norway Leo OSTIGARD Third: no lineup match for markers [5]; Brazil José Ederson Silva: sub implied by lineup minutes (11) but no PDF row parsed; Brazil GUIMARAESBruno Bruno: sub implied by lineup minutes (79) but no PDF row parsed; Brazil MARTINELLIGabriel Gabriel: sub implied by lineup minutes (67) but no PDF row parsed; Norway Leo Skiri Ostigard: sub implied by lineup minutes (1) but no PDF row parsed"
92,26,5,5,0,True,2.01,1.88,10,9,False,31,"England Marc GUEHI: no lineup match for markers [68]; England Jarell QUANSAH: unexplained markers [52] (mins=54, starting); England Dan BURN: no lineup match for markers [75]; England Djed SPENCE: no lineup match for markers [74]; Mexico Álvaro Fidalgo: sub implied by lineup minutes (11) but no PDF row parsed; England Daniel Johnson Burn: sub implied by lineup minutes (15) but no PDF row parsed; England Tehuti Djed-Hotep Spence: sub implied by lineup minutes (15) but no PDF row parsed"
93,25,1,1,0,True,0.91,0.63,9,8,False,28,"Portugal NUNO MENDES: no lineup match for markers [56]; Portugal NELSON SEMEDO: no lineup match for markers [56]; Spain Dani OLMO: no lineup match for markers [85]; Spain Alex BAENA: no lineup match for markers [75]; Spain Mikel OYARZABAL: unexplained markers [7] (mins=90, starting); Spain Borja IGLESIAS: markers [7] far from expected 89; Portugal SEMEDONélson Nelson: sub implied by lineup minutes (34) but no PDF row parsed; Portugal Alexandre Nuno: sub implied by lineup minutes (56) but no PDF row parsed; Spain Daniel Olmo: sub implied by lineup minutes (84) but no PDF row parsed; Spain Alejandro Baena: sub implied by lineup minutes (75) but no PDF row parsed"
94,19,5,5,0,True,0.33,0.67,10,8,False,29,"USA Antonee ROBINSON: unexplained markers [2] (mins=90, starting); USA Weston McKENNIE: no lineup match for markers [35]; USA Folarin BALOGUN: unexplained markers [2] (mins=90, starting); USA Max ARFSTEN: no lineup match for markers [2]; USA Haji WRIGHT: markers [2] far from expected 89; USA Giovanni Alejandro Reyna: sub implied by lineup minutes (45) but no PDF row parsed; USA Maximilian Michael Arfsten: sub implied by lineup minutes (1) but no PDF row parsed"
95,24,5,5,0,True,2.63,2.12,9,6,False,30,"Argentina Julian ALVAREZ: unexplained markers [5] (mins=90, starting); Argentina Lionel MESSI: unexplained markers [84] (mins=90, starting); Argentina Cristian ROMERO: unexplained markers [79, 5] (mins=90, starting); Argentina Enzo FERNANDEZ: unexplained markers [2] (mins=90, starting); Argentina Nico GONZALEZ: no lineup match for markers [66]; Argentina Nicolas OTAMENDI: markers [5] far from expected 89; Argentina Facundo MEDINA: markers [5] far from expected 89; Egypt MOSTAFA SHOUBIR: no lineup match for markers [93]; Egypt MOHANAD LASHIN: unexplained markers [6] (mins=90, starting); Egypt OMAR MARMOUSH: no lineup match for markers [80]; Egypt ZIZO: markers [6] far from expected 89; Argentina Gonzalo Ariel Montiel: sub implied by lineup minutes (17) but no PDF row parsed; Argentina Nicolas Ivan Gonzalez: sub implied by lineup minutes (24) but no PDF row parsed; Egypt Mohamed Abdelsalam Omar: sub implied by lineup minutes (10) but no PDF row parsed"
96,22,0,0,0,True,0.58,1.15,11,11,True,30,Switzerland Dan NDOYE: markers [2] far from expected 90; Switzerland Ruben VARGAS: markers [2] far from expected 90; Colombia Cucho HERNANDEZ: no lineup match for markers [83]; Switzerland Silvan Dominic Widmer: sub implied by lineup minutes (33) but no PDF row parsed; Colombia Juan Camilo Hernandez: sub implied by lineup minutes (38) but no PDF row parsed
97,27,2,2,0,True,3.52,3.1,5,5,True,30,"France Manu KONE: no lineup match for markers [71]; France Warren ZAIRE EMERY: no lineup match for markers [71]; France Jean Philippe MATETA: no lineup match for markers [77]; Morocco Ayyoub BOUADDI: unexplained markers [62] (mins=90, starting); Morocco Brahim DIAZ: unexplained markers [74] (mins=90, starting); Morocco Bilal EL KHANNOUSS: markers [62] far from expected 76; Morocco Anass SALAH EDDINE: unexplained markers [74] (mins=90, starting); Morocco Sofyan AMRABAT: unexplained markers [62] (mins=0, substitutes); Morocco Soufiane RAHIMI: markers [62] far from expected 76; Morocco Zakaria EL OUAHDI: unexplained markers [74] (mins=0, substitutes); Morocco Gessime YASSINE: unexplained markers [74] (mins=0, substitutes); France Jean-Philippe Mateta: sub implied by lineup minutes (13) but no PDF row parsed"
98,22,3,3,0,True,2.2,2.08,9,9,True,29,Spain Dani OLMO: no lineup match for markers [86]; Spain Alex BAENA: no lineup match for markers [55]; Spain Nico WILLIAMS: no lineup match for markers [79]; Spain Alejandro Baena: sub implied by lineup minutes (55) but no PDF row parsed; Spain Daniel Olmo: sub implied by lineup minutes (86) but no PDF row parsed; Spain Nicholas Williams: sub implied by lineup minutes (11) but no PDF row parsed
99,27,3,3,0,True,0.87,0.77,12,12,True,32,Norway Torbjorn HEGGEM: no lineup match for markers [90]; Norway Jorgen STRAND LARSEN: no lineup match for markers [105]; England Noni MADUEKE: no lineup match for markers [45]; England Dan BURN: no lineup match for markers [111]; England Djed SPENCE: no lineup match for markers [86]; Norway Torbjørn Lysaker Heggem: sub implied by lineup minutes (90) but no PDF row parsed; Norway Leo Skiri Ostigard: sub implied by lineup minutes (30) but no PDF row parsed; Norway Jørgen Strand Strand Larsen: sub implied by lineup minutes (15) but no PDF row parsed; England Ezri Ngoyo Konsa: sub implied by lineup minutes (89) but no PDF row parsed; England Azuka Tristan Madueke: sub implied by lineup minutes (45) but no PDF row parsed; England Tehuti Djed-Hotep Spence: sub implied by lineup minutes (34) but no PDF row parsed; England Daniel Johnson Burn: sub implied by lineup minutes (6) but no PDF row parsed
100,32,4,4,0,True,1.99,2.0,12,12,True,32,"Argentina Nico GONZALEZ: no lineup match for markers [78]; Switzerland Breel EMBOLO: unexplained markers [69] (mins=72, starting); Switzerland Ricardo RODRIGUEZ: markers [5] far from expected 90; Switzerland Silvan WIDMER Third: no lineup match for markers [86]; Switzerland Eray COEMERT: markers [5] far from expected 90; Argentina Nicolas Ivan Gonzalez: sub implied by lineup minutes (42) but no PDF row parsed; Argentina Gonzalo Ariel Montiel: sub implied by lineup minutes (35) but no PDF row parsed; Switzerland Silvan Dominic Widmer: sub implied by lineup minutes (34) but no PDF row parsed"
101,20,2,2,0,True,0.48,0.3,10,10,True,31,Spain Dani OLMO: no lineup match for markers [78]; Spain Alex BAENA: no lineup match for markers [84]; Spain Nico WILLIAMS: no lineup match for markers [84]; France Emmanuel Boris Kone: sub implied by lineup minutes (45) but no PDF row parsed; Spain Daniel Olmo: sub implied by lineup minutes (78) but no PDF row parsed; Spain Alejandro Baena: sub implied by lineup minutes (84) but no PDF row parsed; Spain Nicholas Williams: sub implied by lineup minutes (6) but no PDF row parsed
102,20,3,3,0,True,0.46,0.54,8,8,True,30,"England John STONES: unexplained markers [6] (mins=90, starting); England Djed SPENCE: no lineup match for markers [6]; England Marcus RASHFORD: unexplained markers [6] (mins=0, substitutes); England Dan BURN: no lineup match for markers [82]; England Ivan TONEY: unexplained markers [6] (mins=0, substitutes); Argentina Gonzalo MONTIEL Third: no lineup match for markers [72]; Argentina Nico GONZALEZ: no lineup match for markers [64]; England Nico Oreilly: sub implied by lineup minutes (8) but no PDF row parsed; England Daniel Johnson Burn: sub implied by lineup minutes (8) but no PDF row parsed; Argentina Nicolas Ivan Gonzalez: sub implied by lineup minutes (26) but no PDF row parsed; Argentina Gonzalo Ariel Montiel: sub implied by lineup minutes (18) but no PDF row parsed"
103,38,10,10,0,True,2.99,2.88,10,8,False,30,"France Malo GUSTO: unexplained markers [1] (mins=90, starting); France Jules KOUNDE: markers [1] far from expected 89; England Marc GUEHI: no lineup match for markers [3]; England Bukayo SAKA: unexplained markers [1] (mins=90, starting); England Jarell QUANSAH: unexplained markers [83] (mins=90, starting); England Trevoh CHALOBAH: markers [3] far from expected 89; England Ollie WATKINS: no lineup match for markers [45]; France Dayotchanculle Oswald Upamecano: sub implied by lineup minutes (45) but no PDF row parsed; England Tehuti Djed-Hotep Spence: sub implied by lineup minutes (83) but no PDF row parsed; England George Arthur Watkins: sub implied by lineup minutes (45) but no PDF row parsed"
104,22,1,1,0,True,2.52,0.52,11,12,False,33,"Spain Dani OLMO: no lineup match for markers [75]; Spain Alex BAENA: no lineup match for markers [75]; Spain Nico WILLIAMS: no lineup match for markers [75]; Argentina Nico GONZALEZ: no lineup match for markers [45]; Argentina Leandro PAREDES Third: no lineup match for markers [51, 45]; Spain Alejandro Baena: sub implied by lineup minutes (75) but no PDF row parsed; Spain Daniel Olmo: sub implied by lineup minutes (75) but no PDF row parsed; Spain Nicholas Williams: sub implied by lineup minutes (45) but no PDF row parsed; Argentina Nicolas Ivan Gonzalez: sub implied by lineup minutes (45) but no PDF row parsed"
