team,player,minute,direction,source,match_id,total_distance_m,zone4_m,zone5_m,high_speed_runs,sprints,top_speed_kmh,phys_matched,minutes_played,break2,entry_vs_break,timing_group,is_gk
Mexico,Alexis VEGA,79,on,pdf_marker,1,1915.4,104.0,48.9,28.0,10.0,28.0,True,11,,,after_break,False
Mexico,Armando GONZALEZ,76,on,pdf_marker,1,2086.0,186.9,78.4,25.0,14.0,32.0,True,14,,,after_break,False
Mexico,Gilberto MORA,66,on,pdf_marker,1,3082.9,251.5,46.6,43.0,17.0,27.1,True,24,,,after_break,False
Mexico,Luis CHAVEZ,66,on,pdf_marker,1,2876.7,249.1,46.8,42.0,16.0,27.1,True,24,,,after_break,False
South Africa,Thalente MBATHA,56,on,pdf_marker,1,3973.8,331.5,56.5,59.0,24.0,34.4,True,34,,,after_break,False
South Africa,Oswin APPOLLIS,77,on,pdf_marker,1,2145.3,183.1,38.3,37.0,16.0,29.9,True,13,,,after_break,False
South Africa,Evidence MAKGOPA,76,on,pdf_marker,1,2064.9,144.8,65.2,17.0,11.0,32.4,True,14,,,after_break,False
Mexico,Edson Omar Alvarez,76,on,lineup_derived,1,2007.7,143.9,104.6,28.0,15.0,31.5,True,14,,,after_break,False
South Korea,PARK Jinseob,84,on,pdf_marker,2,,,,,,,False,6,70.0,14.0,after_break,False
South Korea,OH Hyeongyu,69,on,pdf_marker,2,,,,,,,False,21,70.0,-1.0,at_break,False
South Korea,KIM Jingyu,84,on,pdf_marker,2,,,,,,,False,6,70.0,14.0,after_break,False
South Korea,EOM Jisung,69,on,pdf_marker,2,,,,,,,False,21,70.0,-1.0,at_break,False
Czechia,Adam HLOZEK,64,on,pdf_marker,2,3767.4,218.1,70.4,49.0,20.0,30.8,True,26,70.0,-6.0,before_break,False
Czechia,Mojmir CHYTIL,85,on,pdf_marker,2,1627.3,118.2,62.7,17.0,8.0,29.7,True,5,70.0,15.0,after_break,False
Czechia,Michal SADILEK,64,on,pdf_marker,2,3922.7,364.4,84.2,71.0,30.0,29.3,True,26,70.0,-6.0,before_break,False
Czechia,Tomas CHORY,64,on,pdf_marker,2,3339.2,213.2,49.5,36.0,18.0,28.3,True,26,70.0,-6.0,before_break,False
South Korea,Hee Chan Hwang,62,on,lineup_derived,2,,,,,,,False,28,70.0,-8.0,before_break,False
Canada,Cyle LARIN,76,on,pdf_marker,3,2068.2,144.1,69.7,21.0,10.0,31.3,True,14,69.0,7.0,after_break,False
Canada,Jacob SHAFFELBURG,61,on,pdf_marker,3,4045.5,227.2,181.7,46.0,20.0,31.6,True,29,69.0,-8.0,before_break,False
Canada,Ali AHMED,61,on,pdf_marker,3,3903.0,312.5,75.6,47.0,26.0,26.6,True,29,69.0,-8.0,before_break,False
Canada,Jonathan OSORIO,89,on,lineup_derived,3,644.0,40.0,10.0,4.0,23.0,24.0,True,1,69.0,20.0,after_break,True
Canada,Promise DAVID,61,on,pdf_marker,3,7432.5,314.3,205.3,84.0,32.0,31.7,True,29,69.0,-8.0,before_break,False
Bosnia and Herzegovina,Armin GIGOVIC,62,on,pdf_marker,3,3998.3,318.0,135.0,45.0,22.0,29.5,True,28,69.0,-7.0,before_break,False
Bosnia and Herzegovina,Samed BAZDAR,62,on,pdf_marker,3,3649.9,213.4,124.5,28.0,13.0,29.8,True,28,69.0,-7.0,before_break,False
Bosnia and Herzegovina,Ivan SUNJIC,74,on,pdf_marker,3,2526.1,108.0,30.1,37.0,10.0,26.5,True,16,69.0,5.0,after_break,False
Bosnia and Herzegovina,Dzenis BURNIC,84,on,pdf_marker,3,1352.0,37.9,15.6,15.0,3.0,26.7,True,6,69.0,15.0,after_break,False
Bosnia and Herzegovina,Kerim ALAJBEGOVIC,74,on,pdf_marker,3,2352.7,93.0,57.8,25.0,7.0,31.6,True,16,69.0,5.0,after_break,False
USA,Ricardo PEPI,72,on,pdf_marker,4,3341.0,239.9,163.5,45.0,21.0,30.8,True,18,68.0,4.0,after_break,False
USA,Sebastian BERHALTER,45,on,pdf_marker,4,6313.5,402.8,65.2,92.0,28.0,31.0,True,45,68.0,-23.0,before_break,False
USA,Timothy WEAH,72,on,pdf_marker,4,3275.1,352.6,42.0,51.0,25.0,28.4,True,18,68.0,4.0,after_break,False
Paraguay,Gustavo VELAZQUEZ,80,on,pdf_marker,4,2009.8,112.6,45.0,19.0,9.0,31.3,True,10,68.0,12.0,after_break,False
Paraguay,Ramon SOSA,79,on,pdf_marker,4,2289.6,192.1,8.0,36.0,16.0,26.1,True,11,68.0,11.0,after_break,False
Paraguay,MAURICIO,45,on,pdf_marker,4,5908.7,438.0,49.0,95.0,32.0,27.6,True,45,68.0,-23.0,before_break,False
Paraguay,Alejandro ROMERO GAMARRA,80,on,pdf_marker,4,2181.0,154.7,35.0,11.0,18.0,23.5,True,10,68.0,12.0,after_break,True
Paraguay,Alex ARCE,62,on,pdf_marker,4,,,,,,,False,28,68.0,-6.0,before_break,False
USA,Giovanni Alejandro Reyna,82,on,lineup_derived,4,2184.2,89.4,5.9,35.0,7.0,25.5,True,8,68.0,14.0,after_break,False
Qatar,AHMED ALAAELDIN,60,on,pdf_marker,5,,,,,,,False,30,68.0,-8.0,before_break,False
Qatar,HASSAN ALHAYDOS,89,on,pdf_marker,5,1103.2,97.2,16.7,17.0,8.0,29.0,True,1,68.0,21.0,after_break,False
Qatar,KARIM BOUDIAF,60,on,pdf_marker,5,4361.2,197.8,32.0,72.0,12.0,27.5,True,30,68.0,-8.0,before_break,False
Qatar,AHMED FATHY,60,on,pdf_marker,5,4509.7,310.2,41.0,77.0,24.0,27.5,True,30,68.0,-8.0,before_break,False
Qatar,MOHAMED MANAI,79,on,pdf_marker,5,2364.4,179.8,14.6,34.0,12.0,27.1,True,11,68.0,11.0,after_break,False
Switzerland,Miro MUHEIM,89,on,lineup_derived,5,1040.2,78.6,17.0,18.0,7.0,29.5,True,1,68.0,21.0,after_break,False
Switzerland,Johan MANZAMBI,66,on,pdf_marker,5,3570.0,282.6,49.5,45.0,21.0,27.7,True,24,68.0,-2.0,at_break,False
Switzerland,Ardon JASHARI,89,on,pdf_marker,5,1008.6,51.5,19.0,3.0,22.0,24.1,True,1,68.0,21.0,after_break,True
Switzerland,Fabian RIEDER,66,on,pdf_marker,5,,,,,,,False,24,68.0,-2.0,at_break,False
Switzerland,Zeki AMDOUNI,79,on,pdf_marker,5,2065.9,89.4,14.4,26.0,8.0,27.0,True,11,68.0,11.0,after_break,False
Brazil,MATHEUS CUNHA,61,on,pdf_marker,6,4005.3,270.2,57.3,63.0,21.0,29.8,True,29,68.0,-7.0,before_break,False
Brazil,FABINHO,45,on,pdf_marker,6,5755.9,329.8,55.6,65.0,22.0,28.1,True,45,68.0,-23.0,before_break,False
Brazil,DANILO SANTOS,80,on,pdf_marker,6,2551.1,156.6,23.2,49.0,9.0,27.4,True,10,68.0,12.0,after_break,False
Morocco,Chemsdine TALBI,65,on,pdf_marker,6,3838.4,259.4,88.3,53.0,21.0,29.7,True,25,68.0,-3.0,at_break,False
Morocco,Soufiane RAHIMI,89,on,pdf_marker,6,1411.4,138.0,71.7,26.0,12.0,31.1,True,1,68.0,21.0,after_break,False
Morocco,Samir EL MOURABET,65,on,pdf_marker,6,4358.1,397.8,95.6,62.0,27.0,28.5,True,25,68.0,-3.0,at_break,False
Morocco,Ayoube AMAIMOUNI,80,on,pdf_marker,6,2700.7,261.6,73.0,40.0,21.0,30.0,True,10,68.0,12.0,after_break,False
Morocco,Anass SALAH EDDINE,80,on,pdf_marker,6,,,,,,,False,10,68.0,12.0,after_break,False
Brazil,Luiz Danilo,46,on,lineup_derived,6,,,,,,,False,44,68.0,-22.0,before_break,False
Brazil,Henrique André Luiz,61,on,lineup_derived,6,3896.9,345.4,116.7,60.0,26.0,29.0,True,29,68.0,-7.0,before_break,False
Haiti,Lenny JOSEPH,76,on,pdf_marker,7,2338.2,165.0,39.7,26.0,12.0,29.0,True,14,67.0,9.0,after_break,False
Haiti,Yassin FORTUNE,85,on,pdf_marker,7,1501.2,59.7,34.8,24.0,5.0,28.2,True,5,67.0,18.0,after_break,False
Haiti,Josue CASIMIR,61,on,pdf_marker,7,3609.2,274.3,127.2,26.0,23.0,33.5,True,29,67.0,-6.0,before_break,False
Scotland,Lyndon DYKES,75,on,pdf_marker,7,2781.6,243.6,83.1,33.0,13.0,28.2,True,15,67.0,8.0,after_break,False
Scotland,Ryan CHRISTIE,75,on,pdf_marker,7,3061.2,206.3,57.2,49.0,16.0,29.9,True,15,67.0,8.0,after_break,False
Scotland,Nathan PATTERSON,75,on,pdf_marker,7,2577.2,149.0,94.1,27.0,13.0,31.6,True,15,67.0,8.0,after_break,False
Scotland,Findlay CURTIS,83,on,pdf_marker,7,2108.2,135.3,98.7,24.0,12.0,31.2,True,7,67.0,16.0,after_break,False
Australia,Aziz BEHICH,84,on,pdf_marker,8,1528.8,49.9,22.4,11.0,4.0,31.2,True,6,68.0,16.0,after_break,True
Australia,Jackson IRVINE,84,on,pdf_marker,8,1724.7,131.7,36.6,32.0,7.0,26.9,True,6,68.0,16.0,after_break,False
Australia,Nishan VELUPILLAY,61,on,pdf_marker,8,4205.8,297.8,129.1,58.0,25.0,31.1,True,29,68.0,-7.0,before_break,False
Australia,Tete YENGI,74,on,pdf_marker,8,2651.1,176.4,36.9,32.0,15.0,31.6,True,16,68.0,6.0,after_break,False
Türkiye,Salih OZCAN Third,81,on,pdf_marker,8,1979.9,173.4,15.5,26.0,12.0,28.3,True,9,68.0,13.0,after_break,False
Türkiye,Deniz GUL,85,on,pdf_marker,8,1322.1,64.8,6.7,9.0,6.0,25.8,True,5,68.0,17.0,after_break,True
Türkiye,Kenan YILDIZ,45,on,pdf_marker,8,5024.7,115.0,25.7,37.0,13.0,28.1,True,45,68.0,-23.0,before_break,False
Türkiye,Irfan Can KAHVECI,80,on,lineup_derived,8,,,,,,,False,10,68.0,12.0,after_break,False
Türkiye,Yunus AKGUN,62,on,pdf_marker,8,3353.0,205.7,66.7,26.0,22.0,31.7,True,28,68.0,-6.0,before_break,False
Australia,Jason Kato Geria,74,on,lineup_derived,8,2596.1,169.2,84.7,16.0,10.0,29.5,True,16,68.0,6.0,after_break,False
Germany,Antonio RUEDIGER,73,on,pdf_marker,9,2404.9,166.8,34.1,21.0,10.0,31.8,True,17,69.0,4.0,after_break,False
Germany,Leon GORETZKA,73,on,pdf_marker,9,2797.5,217.4,87.5,40.0,15.0,29.6,True,17,69.0,4.0,after_break,False
Germany,David RAUM,73,on,pdf_marker,9,2917.9,344.7,152.2,45.0,27.0,31.1,True,17,69.0,4.0,after_break,False
Germany,Deniz UNDAV,64,on,pdf_marker,9,3350.8,166.2,36.7,51.0,12.0,27.4,True,26,69.0,-5.0,before_break,False
Curaçao,Jeremy ANTONISSE,45,on,pdf_marker,9,6143.9,375.9,192.4,89.0,30.0,31.3,True,45,69.0,-24.0,before_break,False
Curaçao,Jearl MARGARITHA,65,on,pdf_marker,9,3212.1,172.0,79.6,35.0,19.0,30.7,True,25,69.0,-4.0,before_break,False
Curaçao,Gervane KASTANEER,83,on,pdf_marker,9,1192.8,79.4,16.9,11.0,5.0,26.8,True,7,69.0,14.0,after_break,True
Germany,Waldemar Anton,83,on,lineup_derived,9,1459.2,87.8,32.1,19.0,8.0,27.8,True,7,69.0,14.0,after_break,False
Netherlands,Nathan AKE,81,on,pdf_marker,10,1661.9,50.7,25.6,10.0,5.0,30.5,True,9,67.0,14.0,after_break,True
Netherlands,Memphis DEPAY,70,on,pdf_marker,10,3091.1,223.5,70.5,53.0,20.0,31.3,True,20,67.0,3.0,at_break,False
Netherlands,Brian BROBBEY,84,on,pdf_marker,10,1300.2,42.0,2.7,20.0,3.0,25.5,True,6,67.0,17.0,after_break,False
Netherlands,Teun KOOPMEINERS,70,on,pdf_marker,10,3435.7,204.4,37.5,68.0,18.0,29.7,True,20,67.0,3.0,at_break,False
Netherlands,Quinten TIMBER,71,on,pdf_marker,10,3073.6,192.1,20.8,53.0,14.0,30.7,True,19,67.0,4.0,after_break,False
Japan,Yukinari SUGAWARA,75,on,pdf_marker,10,2529.9,72.4,49.9,25.0,8.0,28.5,True,15,67.0,8.0,after_break,False
Japan,Junya ITO,66,on,pdf_marker,10,2894.8,208.9,90.4,31.0,17.0,33.0,True,24,67.0,-1.0,at_break,False
Japan,Koki OGAWA,75,on,pdf_marker,10,2437.4,185.8,57.9,28.0,15.0,28.1,True,15,67.0,8.0,after_break,False
Japan,Takehiro TOMIYASU,75,on,pdf_marker,10,2661.6,78.2,36.0,8.0,26.0,24.1,True,15,67.0,8.0,after_break,True
Japan,Kento SHIOGAI,84,on,pdf_marker,10,,,,,,,False,6,67.0,17.0,after_break,False
Côte d'Ivoire,Odilon KOSSOUNOU,89,on,pdf_marker,11,1102.0,77.0,25.0,15.0,6.0,28.5,True,1,69.0,20.0,after_break,False
Côte d'Ivoire,Amad DIALLO,56,on,pdf_marker,11,4333.0,270.3,189.6,55.0,25.0,30.3,True,34,69.0,-13.0,before_break,False
Côte d'Ivoire,Ibrahim SANGARE,77,on,pdf_marker,11,2403.3,148.1,35.3,30.0,10.0,29.2,True,13,69.0,8.0,after_break,False
Côte d'Ivoire,Christ Inao OULAI,77,on,pdf_marker,11,2235.3,128.7,72.1,26.0,11.0,28.6,True,13,69.0,8.0,after_break,False
Ecuador,Kevin RODRIGUEZ,77,on,pdf_marker,11,2427.2,232.3,66.2,38.0,17.0,30.1,True,13,69.0,8.0,after_break,False
Ecuador,Angelo PRECIADO,62,on,pdf_marker,11,3645.9,167.0,203.6,40.0,18.0,33.2,True,28,69.0,-7.0,before_break,False
Ecuador,Nilson ANGULO,56,on,pdf_marker,11,4588.5,282.2,247.6,61.0,27.0,31.5,True,34,69.0,-13.0,before_break,False
Ecuador,Jackson POROZO,62,on,pdf_marker,11,3226.4,136.5,94.0,28.0,13.0,32.7,True,28,69.0,-7.0,before_break,False
Côte d'Ivoire,Ange-Yoan Laurent Bonny,56,on,lineup_derived,11,4230.2,346.9,77.5,57.0,23.0,31.4,True,34,69.0,-13.0,before_break,False
Sweden,Daniel SVENSSON,90,on,pdf_marker,12,885.8,70.9,33.9,15.0,6.0,29.6,True,0,69.0,21.0,after_break,False
Sweden,Anthony ELANGA,90,on,pdf_marker,12,680.6,34.2,42.7,7.0,4.0,31.1,True,0,69.0,21.0,after_break,True
Sweden,Mattias SVANBERG,84,on,lineup_derived,12,1553.5,125.5,7.9,25.0,9.0,26.4,True,6,69.0,15.0,after_break,False
Sweden,Elliot STROUD,65,on,pdf_marker,12,3541.0,288.1,142.1,42.0,15.0,32.8,True,25,69.0,-4.0,before_break,False
Tunisia,Ismael GHARBI,83,on,pdf_marker,12,1364.9,88.9,45.4,19.0,8.0,27.5,True,7,69.0,14.0,after_break,False
Tunisia,Mohamed HADJ MAHMOUD,72,on,pdf_marker,12,2556.5,200.6,99.7,30.0,18.0,31.0,True,18,69.0,3.0,at_break,False
Tunisia,Firas CHAOUAT,84,on,pdf_marker,12,1187.3,68.3,51.5,11.0,6.0,31.6,True,6,69.0,15.0,after_break,True
Tunisia,Sebastian TOUNEKTI,72,on,pdf_marker,12,2384.7,182.8,15.9,29.0,13.0,27.2,True,18,69.0,3.0,at_break,False
Sweden,Lucas Erik Holger Bergvall,65,on,lineup_derived,12,3785.2,249.6,106.2,48.0,16.0,30.4,True,25,69.0,-4.0,before_break,False
Tunisia,Mohamed Elyes Achouri,72,on,lineup_derived,12,,,,,,,False,18,69.0,3.0,at_break,False
Spain,Mikel MERINO,71,on,pdf_marker,13,3034.0,157.8,63.8,45.0,11.0,30.5,True,19,68.0,3.0,at_break,False
Spain,Lamine YAMAL,71,on,pdf_marker,13,2513.4,87.8,25.5,23.0,6.0,29.0,True,19,68.0,3.0,at_break,False
Cabo Verde,JOAO PAULO,76,on,pdf_marker,13,2192.2,156.6,30.8,18.0,10.0,28.9,True,14,68.0,8.0,after_break,False
Cabo Verde,DEROY DUARTE,61,on,pdf_marker,13,3899.6,148.5,82.1,43.0,12.0,30.3,True,29,68.0,-7.0,before_break,False
Cabo Verde,NUNO DA COSTA,61,on,pdf_marker,13,3629.5,142.8,43.5,29.0,10.0,28.8,True,29,68.0,-7.0,before_break,False
Spain,Daniel Olmo,81,on,lineup_derived,13,1762.1,104.7,60.6,27.0,10.0,27.6,True,9,68.0,13.0,after_break,False
Spain,Nicholas Williams,87,on,lineup_derived,13,1114.7,138.8,101.4,16.0,11.0,32.4,True,3,68.0,19.0,after_break,False
Cabo Verde,Johnson Willy,61,on,lineup_derived,13,4115.5,271.0,117.6,39.0,18.0,29.0,True,29,68.0,-7.0,before_break,False
Cabo Verde,Emanuel Telmo,79,on,lineup_derived,13,1903.5,165.4,100.0,26.0,11.0,31.7,True,11,68.0,11.0,after_break,False
Belgium,Maxim DE CUYPER,56,on,pdf_marker,14,4235.4,255.7,180.3,49.0,19.0,32.9,True,34,67.0,-11.0,before_break,False
Belgium,Romelu LUKAKU,66,on,pdf_marker,14,2565.9,111.6,64.7,26.0,8.0,30.0,True,24,67.0,-1.0,at_break,False
Belgium,Hans VANAKEN,86,on,pdf_marker,14,1214.0,50.1,7.5,21.0,4.0,25.7,True,4,67.0,19.0,after_break,False
Belgium,Nicolas RASKIN,56,on,pdf_marker,14,4253.9,230.4,169.6,34.0,16.0,31.9,True,34,67.0,-11.0,before_break,False
Egypt,RAMY RABIA,71,on,pdf_marker,14,2634.9,102.6,59.1,34.0,10.0,31.1,True,19,67.0,4.0,after_break,False
Egypt,HAMZA ABDELKARIM,76,on,pdf_marker,14,2226.9,204.3,124.4,25.0,19.0,31.3,True,14,67.0,9.0,after_break,False
Egypt,KARIM HAFEZ,88,on,pdf_marker,14,1022.3,101.2,90.6,13.0,7.0,31.2,True,2,67.0,21.0,after_break,False
Egypt,IBRAHIM ADEL,89,on,pdf_marker,14,1006.5,125.7,32.9,18.0,8.0,27.9,True,1,67.0,22.0,after_break,False
Egypt,ZIZO,76,on,pdf_marker,14,2376.6,253.8,82.2,29.0,16.0,32.7,True,14,67.0,9.0,after_break,False
Belgium,Matias Fernandez-Pardo,86,on,lineup_derived,14,1307.3,136.7,63.0,20.0,12.0,32.0,True,4,67.0,19.0,after_break,False
Saudi Arabia,NASSER ALDAWSARI,63,on,pdf_marker,15,3903.1,231.7,50.4,62.0,21.0,30.2,True,27,69.0,-6.0,before_break,False
Saudi Arabia,NAWAF BU WASHL,81,on,pdf_marker,15,2030.3,166.4,48.4,23.0,17.0,30.0,True,9,69.0,12.0,after_break,False
Saudi Arabia,ALA ALHAJJI,89,on,lineup_derived,15,796.2,80.5,10.6,15.0,5.0,25.6,True,1,69.0,20.0,after_break,False
Saudi Arabia,ABDULLAH ALHAMDDAN,89,on,lineup_derived,15,912.0,168.9,72.1,14.0,12.0,29.7,True,1,69.0,20.0,after_break,False
Uruguay,Nicolas DE LA CRUZ,72,on,pdf_marker,15,3035.6,230.7,22.2,44.0,16.0,27.7,True,18,69.0,3.0,at_break,False
Uruguay,Agustin CANOBBIO,45,on,pdf_marker,15,5678.0,353.4,57.7,75.0,26.0,27.8,True,45,69.0,-24.0,before_break,False
Uruguay,Brian RODRIGUEZ,81,on,pdf_marker,15,1857.4,92.8,44.3,27.0,8.0,31.8,True,9,69.0,12.0,after_break,False
Uruguay,Rodrigo AGUIRRE,90,on,pdf_marker,15,898.7,81.7,30.3,12.0,4.0,30.6,True,0,69.0,21.0,after_break,False
Uruguay,Juan Manuel SANABRIA,45,on,pdf_marker,15,5774.7,386.8,232.1,60.0,28.0,32.6,True,45,69.0,-24.0,before_break,False
Saudi Arabia,Mohammed Ali Lajami,89,on,lineup_derived,15,609.7,56.1,3.0,6.0,4.0,25.8,True,1,69.0,20.0,after_break,True
IR Iran,Mehdi GHAYEDI,45,on,pdf_marker,16,4683.2,287.8,159.4,50.0,24.0,30.2,True,45,68.0,-23.0,before_break,False
IR Iran,Ali ALIPOUR,53,on,pdf_marker,16,4655.7,328.4,93.3,51.0,27.0,29.9,True,37,68.0,-15.0,before_break,False
IR Iran,Amirhossein HOSSEINZADEH,80,on,pdf_marker,16,1911.9,155.7,59.8,23.0,9.0,29.0,True,10,68.0,12.0,after_break,False
New Zealand,Jesse RANDALL,89,on,lineup_derived,16,664.5,82.7,43.8,14.0,6.0,31.7,True,1,68.0,21.0,after_break,False
New Zealand,Ryan THOMAS,68,on,pdf_marker,16,3350.4,198.5,48.9,51.0,14.0,28.3,True,22,68.0,0.0,at_break,False
New Zealand,Callan ELLIOT,78,on,pdf_marker,16,1875.7,86.3,49.5,19.0,8.0,30.9,True,12,68.0,10.0,after_break,False
IR Iran,Ehsan Hajisafi,65,on,lineup_derived,16,3421.6,224.0,49.2,41.0,15.0,26.6,True,25,68.0,-3.0,at_break,False
New Zealand,Tyler Grant Bindon,89,on,lineup_derived,16,501.7,85.7,5.0,9.0,5.0,25.7,True,1,68.0,21.0,after_break,True
New Zealand,Benjamin Craig Old,68,on,lineup_derived,16,2817.9,156.9,128.0,32.0,15.0,32.4,True,22,68.0,0.0,at_break,False
France,Bradley BARCOLA,80,on,pdf_marker,17,2294.6,161.4,168.1,21.0,9.0,33.9,True,10,68.0,12.0,after_break,False
France,Rayan CHERKI,87,on,pdf_marker,17,1658.4,149.6,107.3,21.0,11.0,30.0,True,3,68.0,19.0,after_break,False
Senegal,Pathe CISS,88,on,pdf_marker,17,1469.2,89.5,25.0,6.0,9.0,25.0,True,2,68.0,20.0,after_break,True
Senegal,Bamba DIENG,83,on,pdf_marker,17,,,,,,,False,7,68.0,15.0,after_break,False
Senegal,Iliman NDIAYE,83,on,pdf_marker,17,2202.7,123.7,81.3,31.0,11.0,30.5,True,7,68.0,15.0,after_break,False
Senegal,Ibrahim MBAYE,76,on,pdf_marker,17,2514.4,181.5,75.8,30.0,17.0,31.9,True,14,68.0,8.0,after_break,False
Senegal,Habib DIARRA,76,on,pdf_marker,17,2798.8,174.4,126.6,32.0,15.0,33.3,True,14,68.0,8.0,after_break,False
Iraq,MOHANAD ALI,78,on,pdf_marker,18,2368.0,198.6,46.3,36.0,16.0,28.9,True,12,69.0,9.0,after_break,False
Iraq,ZIDANE IQBAL,59,on,pdf_marker,18,4290.7,237.0,43.2,69.0,15.0,28.2,True,31,69.0,-10.0,before_break,False
Iraq,MARKO FARJI,59,on,pdf_marker,18,3978.9,226.6,73.0,58.0,18.0,31.9,True,31,69.0,-10.0,before_break,False
Iraq,MUSTAFA SAADOON,73,on,pdf_marker,18,2482.8,190.1,80.4,26.0,15.0,31.6,True,17,69.0,4.0,after_break,False
Norway,Patrick BERG,81,on,pdf_marker,18,2095.4,88.9,17.0,35.0,8.0,26.4,True,9,69.0,12.0,after_break,False
Norway,Kristian THORSTVEDT,73,on,pdf_marker,18,3184.7,217.0,20.5,45.0,15.0,26.5,True,17,69.0,4.0,after_break,False
Norway,Andreas SCHJELDERUP,73,on,pdf_marker,18,2660.2,142.9,88.7,26.0,11.0,32.8,True,17,69.0,4.0,after_break,False
Norway,Oscar BOBB,73,on,pdf_marker,18,2689.6,139.2,45.8,29.0,14.0,33.4,True,17,69.0,4.0,after_break,False
Iraq,Ihab Ahmed Ahmed,73,on,lineup_derived,18,2789.0,265.8,72.1,36.0,21.0,28.0,True,17,69.0,4.0,after_break,False
Norway,Leo Skiri Ostigard,73,on,lineup_derived,18,2654.4,98.6,12.5,26.0,7.0,26.8,True,17,69.0,4.0,after_break,False
Argentina,Julian ALVAREZ,55,on,pdf_marker,19,4394.7,366.4,143.7,56.0,28.0,29.9,True,35,69.0,-14.0,before_break,False
Argentina,Nicolas OTAMENDI,80,on,pdf_marker,19,1707.0,21.9,12.7,18.0,3.0,26.2,True,10,69.0,11.0,after_break,False
Argentina,Nahuel MOLINA,45,on,pdf_marker,19,5371.3,277.4,94.5,64.0,26.0,33.7,True,45,69.0,-24.0,before_break,False
Algeria,Ramiz ZERROUKI,82,on,pdf_marker,19,1955.0,52.0,3.0,24.0,5.0,25.3,True,8,69.0,13.0,after_break,False
Algeria,Riyad MAHREZ,64,on,pdf_marker,19,3481.9,228.4,116.1,42.0,14.0,30.3,True,26,69.0,-5.0,before_break,False
Algeria,Adil BOULBINA,82,on,pdf_marker,19,,,,,,,False,8,69.0,13.0,after_break,False
Argentina,Nicolas Ivan Gonzalez,55,on,lineup_derived,19,,,,,,,False,35,69.0,-14.0,before_break,False
Argentina,Nicolas Paz,80,on,lineup_derived,19,,,,,,,False,10,69.0,11.0,after_break,False
Algeria,Houssem-Eddine Chaabane Aouar,64,on,lineup_derived,19,3820.9,170.2,28.0,50.0,16.0,31.5,True,26,69.0,-5.0,before_break,False
Algeria,Mohammed Elamine Amoura,64,on,lineup_derived,19,3799.5,298.1,98.5,57.0,24.0,29.0,True,26,69.0,-5.0,before_break,False
Austria,Marko ARNAUTOVIC,45,on,pdf_marker,20,5137.4,209.4,26.5,53.0,19.0,28.8,True,45,72.0,-27.0,before_break,False
Austria,Carney CHUKWUEMEKA,59,on,pdf_marker,20,4502.7,264.8,123.6,63.0,19.0,29.4,True,31,72.0,-13.0,before_break,False
Austria,Patrick WIMMER,83,on,pdf_marker,20,2223.6,193.4,112.5,31.0,14.0,30.3,True,7,72.0,11.0,after_break,False
Austria,Paul WANNER,59,on,pdf_marker,20,4577.1,256.2,24.5,67.0,19.0,27.9,True,31,72.0,-13.0,before_break,False
Jordan,ODEH FAKHOURY,89,on,pdf_marker_late,20,10442.1,778.7,305.0,158.0,60.0,34.5,True,1,72.0,17.0,after_break,False
Jordan,MAHMOUD ALMARDI,82,on,pdf_marker,20,2632.6,107.5,30.9,45.0,8.0,27.5,True,8,72.0,10.0,after_break,False
Jordan,ALI AZAIZEH,89,on,pdf_marker,20,1740.7,94.7,52.2,23.0,8.0,30.0,True,1,72.0,17.0,after_break,False
Jordan,MOHAMMAD ALDAOUD,88,on,pdf_marker,20,1620.2,100.6,8.5,28.0,7.0,25.9,True,2,72.0,16.0,after_break,False
Austria,Kevin Danso,59,on,lineup_derived,20,4025.2,166.1,46.3,44.0,14.0,29.7,True,31,72.0,-13.0,before_break,False
Jordan,Amer Saleem Saleem,72,on,lineup_derived,20,2818.7,141.3,11.3,25.0,10.0,26.7,True,18,72.0,0.0,at_break,False
Jordan,Ahmad Salameh Saed,81,on,lineup_derived,20,2425.1,132.1,23.7,36.0,12.0,31.0,True,9,72.0,9.0,after_break,False
Portugal,RAFAEL LEAO,72,on,pdf_marker,21,2434.2,155.3,56.8,31.0,11.0,30.1,True,18,69.0,3.0,at_break,False
Portugal,FRANCISCO CONCEICAO,45,on,pdf_marker,21,5560.7,237.9,149.1,64.0,23.0,32.9,True,45,69.0,-24.0,before_break,False
Congo DR,Joris KAYEMBE,75,on,pdf_marker,21,2510.7,200.6,5.5,32.0,13.0,25.5,True,15,69.0,6.0,after_break,False
Congo DR,Noah SADIKI,57,on,pdf_marker,21,4751.4,387.6,147.5,71.0,30.0,30.5,True,33,69.0,-12.0,before_break,False
Congo DR,Charles PICKEL,75,on,pdf_marker,21,2870.6,274.3,283.1,47.0,21.0,33.2,True,15,69.0,6.0,after_break,False
Congo DR,Simon BANZA,85,on,pdf_marker,21,1383.0,131.6,39.6,23.0,8.0,29.0,True,5,69.0,16.0,after_break,False
Congo DR,Gedeon KALULU,85,on,pdf_marker,21,1186.8,116.5,23.2,20.0,6.0,28.0,True,5,69.0,16.0,after_break,False
Portugal,SEMEDONélson Nelson,72,on,lineup_derived,21,3086.1,210.3,132.5,46.0,16.0,31.1,True,18,69.0,3.0,at_break,False
Portugal,RAMOSGonçalo Goncalo,83,on,lineup_derived,21,1627.4,189.1,68.6,27.0,14.0,31.9,True,7,69.0,14.0,after_break,False
