team,player,minute,direction,source,match_id
Canada,Cyle LARIN,58,off,pdf_marker,51
Canada,Tajon BUCHANAN,75,off,pdf_marker,51
Canada,Ali AHMED,58,off,pdf_marker,51
Canada,Stephen EUSTAQUIO,58,on,pdf_marker,51
Canada,Liam MILLAR,58,on,pdf_marker,51
Canada,Jacob SHAFFELBURG,83,on,pdf_marker,51
Canada,Promise DAVID,74,on,lineup_derived,51
Switzerland,Silvan Dominic Widmer,74,on,lineup_derived,51
Canada,Tanitoluwa Oluwatimilehin Oluwaseyi,58,on,lineup_derived,51
Canada,Richmond Mamah Laryea,83,off,lineup_derived,51
Bosnia and Herzegovina,Edin DZEKO,64,off,pdf_marker,52
Bosnia and Herzegovina,Ivan SUNJIC,45,off,pdf_marker,52
Bosnia and Herzegovina,Nikola KATIC,64,off,pdf_marker,52
Bosnia and Herzegovina,Kerim ALAJBEGOVIC,82,off,pdf_marker,52
Bosnia and Herzegovina,Arjan MALIC,45,off,pdf_marker,52
Bosnia and Herzegovina,Benjamin TAHIROVIC,45,on,pdf_marker,52
Bosnia and Herzegovina,Amar MEMIC,45,on,pdf_marker,52
Bosnia and Herzegovina,Dzenis BURNIC,82,on,pdf_marker,52
Bosnia and Herzegovina,Ermin MAHMIC,64,on,pdf_marker,52
Qatar,JASSEM GABER,45,off,pdf_marker,52
Qatar,EDMILSON JUNIOR,79,off,pdf_marker,52
Qatar,HASSAN ALHAYDOS,55,off,pdf_marker,52
Qatar,KARIM BOUDIAF,72,off,pdf_marker,52
Qatar,AHMED FATHY,79,off,lineup_derived,52
Qatar,AHMED ALAAELDIN,79,on,pdf_marker,52
Qatar,AHMED ALGANEHI,55,on,pdf_marker,52
Qatar,ALMOEZ ALI,72,on,pdf_marker,52
Qatar,MOHAMED MANAI,79,on,pdf_marker,52
Bosnia and Herzegovina,Dennis Hadzikadunic,63,on,lineup_derived,52
Qatar,Hatim Abdulaziz Hatem,46,on,lineup_derived,52
Scotland,Nathan PATTERSON,82,off,pdf_marker,53
Scotland,Kieran TIERNEY,45,on,pdf_marker,53
Scotland,Che ADAMS,89,on,lineup_derived,53
Scotland,Ryan CHRISTIE,82,on,pdf_marker,53
Scotland,Anthony RALSTON,82,on,pdf_marker,53
Scotland,Findlay CURTIS,89,on,lineup_derived,53
Brazil,MATHEUS CUNHA,76,off,pdf_marker,53
Brazil,DOUGLAS SANTOS,82,off,pdf_marker,53
Brazil,LUCAS PAQUETA,66,off,pdf_marker,53
Brazil,RAYAN,82,off,pdf_marker,53
Brazil,ALEX SANDRO Third,82,on,pdf_marker,53
Brazil,NEYMAR JR,76,on,pdf_marker,53
Brazil,FABINHO,65,on,pdf_marker,53
Brazil,ENDRICK,82,on,pdf_marker,53
Scotland,Andrew Henry Robertson,46,off,lineup_derived,53
Scotland,Ben Gannon Gannon-Doak,81,off,lineup_derived,53
Brazil,Henrique,66,off,lineup_derived,53
Brazil,MARTINELLIGabriel Gabriel,66,on,lineup_derived,53
Morocco,Brahim DIAZ,70,off,pdf_marker,54
Morocco,Ismael SAIBARI,70,off,pdf_marker,54
Morocco,Ayoub EL KAABI,70,off,pdf_marker,54
Morocco,Neil EL AYNAOUI,83,off,pdf_marker,54
Morocco,Anass SALAH EDDINE,83,off,pdf_marker,54
Morocco,Noussair MAZRAOUI,83,on,pdf_marker,54
Morocco,Soufiane RAHIMI,70,on,pdf_marker,54
Morocco,Samir EL MOURABET,83,on,pdf_marker,54
Morocco,Gessime YASSINE,70,on,pdf_marker,54
Haiti,Ruben PROVIDENCE,67,off,pdf_marker,54
Haiti,Lenny JOSEPH,83,off,pdf_marker,54
Haiti,Danley JEAN JACQUES,80,off,pdf_marker,54
Haiti,Wilson ISIDOR,67,off,pdf_marker,54
Haiti,Josue CASIMIR,93,off,pdf_marker_late,54
Haiti,Carlens ARCUS,80,on,pdf_marker,54
Haiti,Duckens NAZON,67,on,pdf_marker,54
Haiti,Frantzdy PIERROT,83,on,pdf_marker,54
Haiti,Dominique SIMON,80,on,pdf_marker,54
Morocco,Azz-Eddine Ounahi,70,on,lineup_derived,54
Haiti,Don Deedson Deedson,67,on,lineup_derived,54
Haiti,Jean-Kévin Duverne,80,off,lineup_derived,54
Türkiye,Zeki CELIK,84,off,pdf_marker,55
Türkiye,Orkun KOKCU,88,off,pdf_marker,55
Türkiye,Kenan YILDIZ,84,off,pdf_marker,55
Türkiye,Irfan Can KAHVECI,89,on,lineup_derived,55
Türkiye,Kaan AYHAN,88,on,pdf_marker,55
Türkiye,Can UZUN,84,on,pdf_marker,55
USA,Giovanni REYNA,76,off,pdf_marker,55
USA,Brenden AARONSON,77,off,pdf_marker,55
USA,Timothy WEAH,58,off,pdf_marker,55
USA,Sergino DEST,76,on,pdf_marker,55
USA,Christian PULISIC,58,on,pdf_marker,55
USA,Malik TILLMAN,86,on,pdf_marker,55
Türkiye,Ça ğ lar Soyuncu,84,on,lineup_derived,55
USA,Alexander Michael Freeman,76,on,lineup_derived,55
USA,Joseph Michael Scally,76,off,lineup_derived,55
USA,Alejandro Zendejas,76,on,lineup_derived,55
Paraguay,Omar ALDERETE,84,off,pdf_marker,56
Paraguay,Gabriel AVALOS,67,off,pdf_marker,56
Paraguay,Alexandro MAIDANA,45,off,pdf_marker,56
Paraguay,MAURICIO,45,on,pdf_marker,56
Paraguay,Jose CANALE,84,on,pdf_marker,56
Paraguay,Damian BOBADILLA,89,on,lineup_derived,56
Paraguay,Alex ARCE,67,on,pdf_marker,56
Australia,Nestory IRANKUNDA,84,off,pdf_marker,56
Australia,Cristian VOLPATO,58,off,pdf_marker,56
Australia,Jackson IRVINE,84,off,pdf_marker,56
Australia,Ajdin HRUSTIC,58,on,pdf_marker,56
Australia,Tete YENGI,84,on,pdf_marker,56
Paraguay,Júnior Osmar Ignacio Alonso,89,on,lineup_derived,56
Australia,Paul Michael Junior Okon-Engstler,84,on,lineup_derived,56
Ecuador,Piero HINCAPIE,71,off,pdf_marker,57
Ecuador,John YEBOAH,85,off,pdf_marker,57
Ecuador,Enner VALENCIA,64,off,pdf_marker,57
Ecuador,Nilson ANGULO,85,off,pdf_marker,57
Ecuador,Alan FRANCO,64,off,pdf_marker,57
Ecuador,Felix TORRES,85,on,pdf_marker,57
Ecuador,Pervis ESTUPINAN,71,on,pdf_marker,57
Ecuador,Kevin RODRIGUEZ,64,on,pdf_marker,57
Ecuador,Jordy CAICEDO,85,on,pdf_marker,57
Ecuador,Angelo PRECIADO,64,on,pdf_marker,57
Germany,Aleksandar PAVLOVIC,46,off,lineup_derived,57
Germany,Joshua KIMMICH,60,off,pdf_marker,57
Germany,Kai HAVERTZ,60,off,pdf_marker,57
Germany,Florian WIRTZ,73,off,pdf_marker,57
Germany,Felix NMECHA,64,off,pdf_marker,57
Germany,Pascal GROSS,73,on,pdf_marker,57
Germany,Maximilian BEIER,64,on,pdf_marker,57
Germany,Angelo STILLER,45,on,pdf_marker,57
Germany,Malick THIAW,60,on,pdf_marker,57
Germany,Deniz UNDAV,60,on,pdf_marker,57
Curaçao,Jurien GAARI,77,off,pdf_marker,58
Curaçao,Livano COMENENCIA,62,off,pdf_marker,58
Curaçao,Joshua BRENET,90,off,pdf_marker_late,58
Curaçao,Deveron FONVILLE,77,off,pdf_marker,58
Curaçao,Shurandy SAMBO,90,on,pdf_marker,58
Curaçao,Jeremy ANTONISSE,62,on,pdf_marker,58
Curaçao,Tyrese NOSLIN,77,on,pdf_marker,58
Curaçao,Brandley KUWAS,90,on,pdf_marker,58
Curaçao,Gervane KASTANEER,77,on,pdf_marker,58
Côte d'Ivoire,Franck KESSIE,77,off,pdf_marker,58
Côte d'Ivoire,Yan DIOMANDE,67,off,pdf_marker,58
Côte d'Ivoire,Amad DIALLO,45,off,pdf_marker,58
Côte d'Ivoire,Nicolas PEPE,67,off,pdf_marker,58
Côte d'Ivoire,Jean Michael SERI Third,77,on,pdf_marker,58
Côte d'Ivoire,Elye WAHI,67,on,pdf_marker,58
Côte d'Ivoire,Oumar DIAKITE,67,on,pdf_marker,58
Côte d'Ivoire,Bazoumana TOURE,67,on,pdf_marker,58
Côte d'Ivoire,Christ Inao OULAI,45,on,pdf_marker,58
Côte d'Ivoire,Ange-Yoan Laurent Bonny,67,off,lineup_derived,58
Tunisia,Hazem MASTOURI,90,off,pdf_marker_late,59
Tunisia,Ismael GHARBI,75,off,pdf_marker,59
Tunisia,Rani KHEDIRA,67,off,pdf_marker,59
Tunisia,Mohamed Amine BEN HMIDA,68,off,pdf_marker,59
Tunisia,Anis SLIMANE,68,off,pdf_marker,59
Tunisia,Mortadha BEN OUANES,68,on,pdf_marker,59
Tunisia,Mohamed HADJ MAHMOUD,67,on,pdf_marker,59
Tunisia,Firas CHAOUAT,75,on,pdf_marker,59
Tunisia,Sebastian TOUNEKTI,90,on,pdf_marker,59
Netherlands,Cody GAKPO,84,off,pdf_marker,59
Netherlands,Tijjani REIJNDERS,72,off,pdf_marker,59
Netherlands,Donyell MALEN,72,off,pdf_marker,59
Netherlands,Brian BROBBEY,77,off,pdf_marker,59
Netherlands,Frenkie DE JONG,72,off,pdf_marker,59
Netherlands,Justin KLUIVERT,72,on,pdf_marker,59
Netherlands,Memphis DEPAY,77,on,pdf_marker,59
Netherlands,Noa LANG,84,on,pdf_marker,59
Netherlands,Teun KOOPMEINERS,72,on,pdf_marker,59
Netherlands,Crysencio SUMMERVILLE,72,on,pdf_marker,59
Tunisia,Mohamed Elyes Achouri,67,on,lineup_derived,59
Japan,Kou ITAKURA,39,off,pdf_marker,60
Japan,Ritsu DOAN,66,off,pdf_marker,60
Japan,Keito NAKAMURA,75,off,pdf_marker,60
Japan,Ayase UEDA,66,off,pdf_marker,60
Japan,Ayumu SEKO,75,off,pdf_marker,60
Japan,Shogo TANIGUCHI,39,on,pdf_marker,60
Japan,Junya ITO,66,on,pdf_marker,60
Japan,Tsuyoshi WATANABE,75,on,pdf_marker,60
Japan,Koki OGAWA,66,on,pdf_marker,60
Sweden,Victor LINDELOF,87,off,pdf_marker,60
Sweden,Isak HIEN,37,off,pdf_marker,60
Sweden,Gabriel GUDMUNDSSON,88,off,pdf_marker,60
Sweden,Alexander BERNHARDSSON,75,off,pdf_marker,60
Sweden,Elliot STROUD,75,off,pdf_marker,60
Sweden,Daniel SVENSSON,75,on,pdf_marker,60
Sweden,Benjamin NYGREN,88,on,pdf_marker,60
Sweden,Ken SEMA,75,on,pdf_marker,60
Sweden,Carl STARFELT,87,on,pdf_marker,60
Japan,Yuto Nagatomo,75,on,lineup_derived,60
Sweden,Lucas Erik Holger Bergvall,37,on,lineup_derived,60
New Zealand,Joe BELL,64,off,pdf_marker,61
New Zealand,Sarpreet SINGH,45,off,pdf_marker,61
New Zealand,Liberato CACACE,79,off,pdf_marker,61
New Zealand,Ryan THOMAS,45,off,pdf_marker,61
New Zealand,Francis DE VRIES,79,on,pdf_marker,61
New Zealand,Jesse RANDALL,45,on,pdf_marker,61
Belgium,Kevin DE BRUYNE,72,off,pdf_marker,61
Belgium,Youri TIELEMANS,85,off,pdf_marker,61
Belgium,Leandro TROSSARD,72,off,pdf_marker,61
Belgium,Jeremy DOKU,56,off,pdf_marker,61
Belgium,Charles DE KETELAERE,85,off,pdf_marker,61
Belgium,Romelu LUKAKU,85,on,lineup_derived,61
Belgium,Alexis SAELEMAEKERS,72,on,pdf_marker,61
Belgium,Nicolas RASKIN,85,on,pdf_marker,61
Belgium,Amadou ONANA,72,on,pdf_marker,61
New Zealand,Timothy John Payne,64,off,lineup_derived,61
New Zealand,Michael Joseph Boxall,64,on,lineup_derived,61
New Zealand,Benjamin Craig Old,46,on,lineup_derived,61
New Zealand,Mc,64,on,lineup_derived,61
Belgium,Matias Fernandez-Pardo,56,on,lineup_derived,61
Egypt,MOHAMED ABDELMONEIM,14,off,pdf_marker,62
Egypt,EMAM ASHOUR,45,off,pdf_marker,62
Egypt,MOHAMED SALAH,57,off,pdf_marker,62
Egypt,MOSTAFA ZICO,76,off,pdf_marker,62
Egypt,MOHANAD LASHIN,92,off,pdf_marker_late,62
Egypt,MAHMOUD SABER,45,off,pdf_marker,62
Egypt,HAMZA ABDELKARIM,76,on,pdf_marker,62
Egypt,MARAWAN ATTIA,45,on,pdf_marker,62
Egypt,ZIZO,57,on,pdf_marker,62
IR Iran,Saman GHODDOS,67,off,pdf_marker,62
IR Iran,Saleh HARDANI,45,on,pdf_marker,62
IR Iran,Alireza JAHANBAKHSH,89,on,lineup_derived,62
IR Iran,Shahriyar MOGHANLOO,67,on,pdf_marker,62
Egypt,Ahmed Ibrahim Yasser,14,on,lineup_derived,62
Egypt,Mohamed Abdelsalam Omar,46,on,lineup_derived,62
IR Iran,Mohammadhossein Kanani,46,off,lineup_derived,62
Uruguay,Fernando MUSLERA,45,off,pdf_marker,63
Uruguay,Manuel UGARTE,45,off,pdf_marker,63
Uruguay,Federico VALVERDE,57,off,pdf_marker,63
Uruguay,Agustin CANOBBIO,94,off,pdf_marker_late,63
Uruguay,Juan Manuel SANABRIA,70,off,pdf_marker,63
Uruguay,Sergio ROCHET,45,on,pdf_marker,63
Uruguay,Nicolas DE LA CRUZ,45,on,pdf_marker,63
Uruguay,Brian RODRIGUEZ,70,on,pdf_marker,63
Uruguay,Federico VINAS,57,on,pdf_marker,63
Spain,Mikel MERINO,60,off,pdf_marker,63
Spain,Lamine YAMAL,76,off,pdf_marker,63
Spain,PEDRI,60,off,pdf_marker,63
Spain,Mikel OYARZABAL,76,off,pdf_marker,63
Spain,Ferran TORRES,76,on,pdf_marker,63
Spain,Fabian RUIZ,60,on,pdf_marker,63
Spain,Yeremy PINO,66,on,pdf_marker,63
Spain,Daniel Olmo,60,on,lineup_derived,63
Spain,Alejandro Baena,66,off,lineup_derived,63
Spain,Nicholas Williams,76,on,lineup_derived,63
Cabo Verde,JAMIRO MONTEIRO,71,off,pdf_marker,64
Cabo Verde,DAILON LIVRAMENTO,61,off,pdf_marker,64
Cabo Verde,LAROS DUARTE,71,on,pdf_marker,64
Cabo Verde,NUNO DA COSTA,61,on,pdf_marker,64
Cabo Verde,HELIO VARELA,61,on,pdf_marker,64
Saudi Arabia,HASSAN ALTAMBAKTI,33,off,pdf_marker,64
Saudi Arabia,SALEM ALDAWSARI,66,off,pdf_marker,64
Saudi Arabia,NAWAF BU WASHL,82,off,pdf_marker,64
Saudi Arabia,ABDULLAH ALKHAIBARI,45,off,pdf_marker,64
Saudi Arabia,SULTAN MANDASH,66,off,pdf_marker,64
Saudi Arabia,MUSAB ALJUWAYR,45,on,pdf_marker,64
Saudi Arabia,ABDULLAH ALHAMDDAN,66,on,pdf_marker,64
Saudi Arabia,MOTEB ALHARBI,82,on,pdf_marker,64
Saudi Arabia,MOHAMMED ABU ALSHAMAT,66,on,pdf_marker,64
Cabo Verde,RODRIGUESGarry Garry,71,on,lineup_derived,64
Cabo Verde,Johnson Willy,61,off,lineup_derived,64
Cabo Verde,Isaac Ryan,71,off,lineup_derived,64
Cabo Verde,MOREIRASteven Steven,89,on,lineup_derived,64
Saudi Arabia,Mohammed Ali Lajami,33,on,lineup_derived,64
Norway,Fredrik Andre BJORKAN,45,off,pdf_marker,65
Norway,Kristian THORSTVEDT,45,off,pdf_marker,65
Norway,Andreas SCHJELDERUP,83,off,pdf_marker,65
Norway,Oscar BOBB,83,off,pdf_marker,65
Norway,Henrik FALCHENER,67,off,pdf_marker,65
Norway,Morten THORSBY,45,on,pdf_marker,65
Norway,Marcus HOLMGREN PEDERSEN,45,on,pdf_marker,65
Norway,Antonio NUSA,83,on,pdf_marker,65
Norway,Jens Petter HAUGE,83,on,pdf_marker,65
Norway,Sondre LANGAS,67,on,pdf_marker,65
France,Jules KOUNDE,87,off,pdf_marker,65
France,Ousmane,65,off,pdf_marker,65
France,Kylian MBAPPE,87,off,pdf_marker,65
France,Michael OLISE,65,off,pdf_marker,65
France,Malo GUSTO,87,on,pdf_marker,65
France,Bradley BARCOLA,65,on,pdf_marker,65
France,Ibrahima KONATE,76,on,pdf_marker,65
France,Rayan CHERKI,65,on,pdf_marker,65
France,Dayotchanculle Oswald Upamecano,76,off,lineup_derived,65
France,Jean-Philippe Mateta,86,on,lineup_derived,65
Senegal,Abdoulaye SECK,58,off,pdf_marker,66
Senegal,Lamine CAMARA,56,off,lineup_derived,66
Senegal,Ismaila SARR,81,off,pdf_marker,66
Senegal,Ibrahim MBAYE,57,off,pdf_marker,66
Senegal,Habib DIARRA,57,off,pdf_marker,66
Senegal,Pathe CISS,58,on,pdf_marker,66
Senegal,Assane DIAO,81,on,pdf_marker,66
Senegal,Nicolas JACKSON,57,on,pdf_marker,66
Senegal,Iliman NDIAYE,57,on,pdf_marker,66
Senegal,Pape GUEYE,57,on,pdf_marker,66
Iraq,AHMED BASIL,45,off,pdf_marker,66
Iraq,ALI ALHAMADI,58,off,pdf_marker,66
Iraq,ZIDANE IQBAL,67,off,pdf_marker,66
Iraq,ALI JASIM,58,off,pdf_marker,66
Iraq,JALAL HASSAN,45,on,pdf_marker,66
Iraq,MUNAF YOUNUS,16,on,pdf_marker,66
Iraq,ALI YOUSIF,58,on,pdf_marker,66
Iraq,AHMED MAKNAZI,58,on,pdf_marker,66
Iraq,KEVIN YAKOB,67,on,pdf_marker,66
Iraq,Ihab Ahmed Ahmed,16,off,lineup_derived,66
Jordan,HUSAM ABUDAHAB,90,off,pdf_marker_late,67
Jordan,ALI OLWAN,90,off,pdf_marker_late,67
Jordan,NIZAR ALRASHDAN,76,off,pdf_marker,67
Jordan,ALI AZAIZEH,45,off,pdf_marker,67
Jordan,ABDALLAH ALFAKHORI,46,off,lineup_derived,67
Jordan,MOUSA ALTAMARI,45,on,pdf_marker,67
Jordan,MAHMOUD ALMARDI,45,on,pdf_marker,67
Argentina,Julian ALVAREZ,82,off,pdf_marker,67
Argentina,Giovani LO CELSO,60,off,pdf_marker,67
Argentina,Giuliano SIMEONE,71,off,pdf_marker,67
Argentina,Lautaro MARTINEZ,60,off,pdf_marker,67
Argentina,Valentin BARCO,71,on,pdf_marker,67
Argentina,Lionel MESSI,60,on,pdf_marker,67
Argentina,Thiago ALMADA,60,on,pdf_marker,67
Argentina,Alexis MAC ALLISTER,61,on,pdf_marker,67
Argentina,Jose Manuel LOPEZ,82,on,pdf_marker,67
Jordan,Rasem Adel Amer Jamous,76,on,lineup_derived,67
Jordan,Faisal Yousef Mohammad,89,on,lineup_derived,67
Jordan,Amer Saleem Saleem,89,on,lineup_derived,67
Argentina,Nicolas Paz,60,off,lineup_derived,67
Algeria,Amine GOUIRI,71,off,pdf_marker,68
Algeria,Jaouen HADJAM,71,off,pdf_marker,68
Algeria,Rafik BELGHALI,71,off,pdf_marker,68
Algeria,Zineddine BELAID,71,on,pdf_marker,68
Algeria,Fares GHEDJEMIS,89,on,lineup_derived,68
Algeria,Samir CHERGUI,71,on,pdf_marker,68
Austria,Marko ARNAUTOVIC,45,off,pdf_marker,68
Austria,David ALABA,62,off,pdf_marker,68
Austria,Romano SCHMID,45,off,pdf_marker,68
Austria,Kevin DANSO Third,62,on,pdf_marker,68
Austria,Florian GRILLITSCH,45,on,pdf_marker,68
Austria,Michael GREGORITSCH,45,on,pdf_marker,68
Austria,Sasa KALAJDZIC,89,on,lineup_derived,68
Austria,Paul WANNER,45,on,pdf_marker,68
Algeria,Rayan Ait-Nouri,71,on,lineup_derived,68
Austria,Xaver Schlager,46,off,lineup_derived,68
Colombia,Santiago ARIAS,87,off,pdf_marker,69
Colombia,Jhon CORDOBA,60,off,pdf_marker,69
Colombia,James RODRIGUEZ,76,off,pdf_marker,69
Colombia,Jhon ARIAS,76,off,pdf_marker,69
Colombia,Jefferson LERMA,60,off,pdf_marker,69
Colombia,Daniel MUNOZ,87,on,pdf_marker,69
Colombia,Richard RIOS,60,on,pdf_marker,69
Colombia,Juan QUINTERO,76,on,pdf_marker,69
Colombia,Luis SUAREZ,60,on,pdf_marker,69
Portugal,JOAO FELIX,70,off,pdf_marker,69
Portugal,JOAO CANCELO,45,off,pdf_marker,69
Portugal,VITINHA,70,off,pdf_marker,69
Portugal,DIOGO DALOT,45,on,pdf_marker,69
Portugal,JOAO NEVES,45,on,pdf_marker,69
Portugal,RAFAEL LEAO,70,on,pdf_marker,69
Portugal,SAMU COSTA,70,on,pdf_marker,69
Colombia,Kevin Duvan Castano,76,on,lineup_derived,69
Portugal,Luiz Matheus,89,on,lineup_derived,69
Portugal,Diogo Ruben,46,off,lineup_derived,69
Congo DR,Nathanael MBUKU,72,off,pdf_marker,70
Congo DR,Samuel MOUTOUSSAMY,72,off,pdf_marker,70
Congo DR,Brian CIPENGA,72,off,pdf_marker,70
Congo DR,Cedric BAKAMBU,51,off,pdf_marker,70
Congo DR,Arthur MASUAKU,83,off,pdf_marker,70
Congo DR,Ngalayel MUKAU,72,on,pdf_marker,70
Congo DR,Theo BONGONDA,72,on,pdf_marker,70
Congo DR,Joris KAYEMBE,83,on,pdf_marker,70
Congo DR,Meschack ELIA,72,on,pdf_marker,70
Congo DR,Fiston MAYELE,51,on,pdf_marker,70
Uzbekistan,Akmal MOZGOVOY,82,off,pdf_marker,70
Uzbekistan,Otabek SHUKUROV,59,off,pdf_marker,70
Uzbekistan,Dostonbek KHAMDAMOV,59,off,pdf_marker,70
Uzbekistan,Abbosbek FAYZULLAEV,73,off,pdf_marker,70
Uzbekistan,Jakhongir UROZOV,82,off,pdf_marker,70
Uzbekistan,Jamshid ISKANDEROV Third,82,on,pdf_marker,70
Uzbekistan,Odiljon XAMROBEKOV,59,on,pdf_marker,70
Uzbekistan,Oston URUNOV,73,on,pdf_marker,70
Uzbekistan,Azizjon GANIEV,59,on,pdf_marker,70
Uzbekistan,Igor SERGEEV,82,on,pdf_marker,70
Panama,Jose Luis RODRIGUEZ,71,off,pdf_marker,71
Panama,Tomas RODRIGUEZ,45,off,pdf_marker,71
Panama,Edgar Yoel BARCENAS,71,off,pdf_marker,71
Panama,Carlos HARVEY,88,off,pdf_marker,71
Panama,Jorge GUTIERREZ,88,off,pdf_marker,71
Panama,Ismael DIAZ,71,on,pdf_marker,71
Panama,Eric DAVIS,88,on,pdf_marker,71
Panama,Jose FAJARDO,45,on,pdf_marker,71
Panama,Alberto QUINTERO,88,on,pdf_marker,71
Panama,Azarias LONDONO,71,on,pdf_marker,71
England,Bukayo SAKA,63,off,lineup_derived,71
England,Elliot ANDERSON,84,off,pdf_marker,71
England,Harry KANE,84,off,pdf_marker,71
England,Jude BELLINGHAM,71,off,pdf_marker,71
England,Jarell QUANSAH,63,off,pdf_marker,71
England,Jordan HENDERSON,84,on,pdf_marker,71
England,Eberechi EZE,71,on,pdf_marker,71
England,George Arthur Watkins,84,on,lineup_derived,71
England,Azuka Tristan Madueke,63,on,lineup_derived,71
England,Tehuti Djed-Hotep Spence,63,on,lineup_derived,71
Croatia,Mateo KOVACIC,78,off,pdf_marker,72
Croatia,Ante BUDIMIR,67,off,pdf_marker,72
Croatia,Nikola VLASIC,88,off,pdf_marker,72
Croatia,Martin BATURINA,88,off,pdf_marker,72
Croatia,Josko GVARDIOL,88,on,pdf_marker,72
Croatia,Mario PASALIC,78,on,pdf_marker,72
Croatia,Igor MATANOVIC,67,on,pdf_marker,72
Croatia,Marco PASALIC,88,on,pdf_marker,72
Ghana,Jonas ADJETEY,45,off,pdf_marker,72
Ghana,Kwasi SIBO,85,off,pdf_marker,72
Ghana,Jordan AYEW,71,off,pdf_marker,72
Ghana,Elisha OWUSU,45,off,pdf_marker,72
Ghana,Abdul FATAWU,45,on,pdf_marker,72
Ghana,Kojo Peprah OPPONG,45,on,pdf_marker,72
Ghana,Ernest NUAMAH,71,on,pdf_marker,72
Ghana,Caleb Marfo Yirenkyi,85,on,lineup_derived,72
Ghana,Brandon Michael Clarke Thomas-Asante,71,on,lineup_derived,72
Ghana,Kamal Deen Sulemana,71,off,lineup_derived,72
South Africa,Relebohile MOFOKENG,45,off,pdf_marker,73
South Africa,Thapelo MASEKO,86,off,pdf_marker,73
South Africa,Evidence MAKGOPA,86,off,pdf_marker,73
South Africa,Thalente MBATHA,45,on,pdf_marker,73
South Africa,Tshepang MOREMI,86,on,pdf_marker,73
South Africa,Iqraam RAYNERS,86,on,pdf_marker,73
Canada,Liam MILLAR,71,off,pdf_marker,73
Canada,Moise BOMBITO,59,off,pdf_marker,73
Canada,Tajon BUCHANAN,75,off,pdf_marker,73
Canada,Luc DE FOUGEROLLES Third,59,on,pdf_marker,73
Canada,Jacob SHAFFELBURG,71,on,pdf_marker,73
Canada,Alphonso DAVIES,75,on,pdf_marker,73
Canada,Niko SIGUR,59,on,pdf_marker,73
Canada,Promise DAVID,70,on,pdf_marker,73
Canada,Tanitoluwa Oluwatimilehin Oluwaseyi,70,off,lineup_derived,73
Canada,Nathan-Dylan Saliba,59,off,lineup_derived,73
Brazil,MATHEUS CUNHA,66,off,pdf_marker,74
Brazil,LUCAS PAQUETA,45,off,pdf_marker,74
Brazil,FABINHO,89,on,lineup_derived,74
Brazil,DANILO SANTOS,89,on,lineup_derived,74
Brazil,ENDRICK,45,on,pdf_marker,74
Japan,Ritsu DOAN,66,off,pdf_marker,74
Japan,Keito NAKAMURA,66,off,pdf_marker,74
Japan,Junya ITO,78,off,pdf_marker,74
Japan,Daichi KAMADA,78,off,pdf_marker,74
Japan,Yukinari SUGAWARA,66,on,pdf_marker,74
Japan,Shuto MACHINO,78,on,pdf_marker,74
Japan,Ao TANAKA,78,on,pdf_marker,74
Japan,Koki OGAWA,89,on,lineup_derived,74
Japan,Junnosuke SUZUKI,66,on,pdf_marker,74
Brazil,MARTINELLIGabriel Gabriel,66,on,lineup_derived,74
Germany,Antonio RUEDIGER,110,off,lineup_derived,75
Germany,Aleksandar PAVLOVIC,79,off,pdf_marker,75
Germany,Florian WIRTZ,110,off,pdf_marker,75
Germany,Leroy SANE,88,off,pdf_marker,75
Germany,Felix NMECHA,45,off,pdf_marker,75
Germany,Deniz UNDAV,63,off,pdf_marker,75
Germany,Waldemar ANTON,79,on,pdf_marker,75
Germany,Jamal MUSIALA,63,on,pdf_marker,75
Germany,Nick WOLTEMADE,88,on,pdf_marker,75
Germany,Nadiem AMIRI,110,on,pdf_marker,75
Germany,Malick THIAW,110,on,pdf_marker,75
Paraguay,Juan Jose CACERES,99,off,pdf_marker,75
Paraguay,Miguel ALMIRON,90,off,pdf_marker,75
Paraguay,Damian BOBADILLA,99,off,pdf_marker,75
Paraguay,Julio ENCISO,57,off,pdf_marker,75
Paraguay,Gabriel AVALOS,55,off,pdf_marker,75
Paraguay,Gustavo VELAZQUEZ,90,on,pdf_marker,75
Paraguay,120 Fabian BALBUENA,119,on,lineup_derived,75
Paraguay,Antonio SANABRIA,99,on,pdf_marker,75
Paraguay,MAURICIO,57,on,pdf_marker,75
Paraguay,Braian OJEDA,99,on,pdf_marker,75
Paraguay,Gustavo CABALLERO,55,on,pdf_marker,75
Germany,Leon Christoph Goretzka,46,on,lineup_derived,75
Netherlands,Nathan AKE,71,off,lineup_derived,76
Netherlands,Ryan GRAVENBERCH,86,off,pdf_marker,76
Netherlands,Cody GAKPO,113,off,pdf_marker,76
Netherlands,Micky VAN DE VEN,86,off,pdf_marker,76
Netherlands,Brian BROBBEY,71,off,pdf_marker,76
Netherlands,Frenkie DE JONG,110,off,pdf_marker,76
Netherlands,Justin KLUIVERT,113,on,pdf_marker,76
Netherlands,Wout WEGHORST,71,on,pdf_marker,76
Netherlands,Teun KOOPMEINERS,71,on,pdf_marker,76
Netherlands,Jorrel HATO,86,on,pdf_marker,76
Netherlands,Quinten TIMBER,86,on,pdf_marker,76
Morocco,Ayyoub BOUADDI,79,off,pdf_marker,76
Morocco,Brahim DIAZ,79,off,pdf_marker,76
