team,player,minute,direction,source,match_id
Spain,Aymeric LAPORTE,99,off,pdf_marker,104
Spain,RODRI,99,off,pdf_marker_late,104
Spain,Mikel OYARZABAL,62,off,pdf_marker,104
Spain,Eric GARCIA,99,on,pdf_marker,104
Spain,Mikel MERINO,75,on,pdf_marker,104
Spain,Ferran TORRES,62,on,pdf_marker,104
Spain,Martin ZUBIMENDI,99,on,pdf_marker_late,104
Spain,PEDRI,62,on,pdf_marker,104
Argentina,Gonzalo MONTIEL,57,off,pdf_marker,104
Argentina,Lisandro MARTINEZ,44,off,pdf_marker,104
Argentina,Rodrigo DE PAUL,70,off,pdf_marker,104
Argentina,Julian ALVAREZ,102,off,pdf_marker,104
Argentina,Cristian ROMERO,70,off,pdf_marker,104
Argentina,Marcos SENESI,102,on,pdf_marker,104
Argentina,Giuliano SIMEONE,70,on,pdf_marker,104
Argentina,Nicolas OTAMENDI,44,on,pdf_marker,104
Argentina,Facundo MEDINA,70,on,pdf_marker,104
Argentina,Nahuel MOLINA,57,on,pdf_marker,104
Spain,Alejandro Baena,75,off,lineup_derived,104
Spain,Daniel Olmo,75,off,lineup_derived,104
Spain,Nicholas Williams,75,on,lineup_derived,104
Argentina,Nicolas Ivan Gonzalez,45,off,lineup_derived,104
