match_id,sofascore_id,break_number,half,stage,start_minute,manifest_start,manifest_end,duration_display_min,band_quality,commentary_minute,n_commentary,timing_consistent,margin,leadside,orient,pre_level,pre_slope,post_level,wbgt,tempC,local_hour,elo_home,elo_away,elo_gap_or,unit
79,12813001,2,H2,KO,68,,,,no_band,68.0,110.0,True,2,home,1,-26.6,-1.7,35.4,18.6,15.1,20,1943.0,1871.0,72.0,T12813001_68
80,12813020,1,H1,KO,23,,,,no_band,23.0,103.0,True,1,away,-1,3.4,9.2,-2.4,34.3,32.4,12,2038.0,1712.0,-326.0,T12813020_23
80,12813020,2,H2,KO,68,,,,no_band,68.0,103.0,True,1,away,-1,-8.8,-5.3,-14.2,34.3,32.4,12,2038.0,1712.0,-326.0,T12813020_68
81,12813013,1,H1,KO,27,,,,no_band,27.0,150.0,True,1,away,-1,40.8,20.0,6.0,18.5,16.2,13,1884.0,1842.0,-42.0,T12813013_27
81,12813013,2,H2,KO,70,,,,no_band,70.0,150.0,True,2,away,-1,-15.4,4.5,-32.2,18.5,16.2,13,1884.0,1842.0,-42.0,T12813013_70
82,12812992,1,H1,KO,23,,,,no_band,23.0,103.0,True,0,level,1,27.2,-4.4,16.4,22.8,21.5,17,1798.0,1605.0,193.0,T12812992_23
82,12812992,2,H2,KO,69,,,,no_band,69.0,103.0,True,1,home,1,-18.4,-7.7,-19.2,22.8,21.5,17,1798.0,1605.0,193.0,T12812992_69
83,12813004,1,H1,KO,24,,,,no_band,24.0,116.0,True,0,level,1,9.8,-2.4,12.2,23.1,21.1,12,2144.0,1836.0,308.0,T12813004_24
83,12813004,2,H2,KO,68,,,,no_band,68.0,116.0,True,2,home,1,-0.2,9.2,28.2,23.1,21.1,12,2144.0,1836.0,308.0,T12813004_68
84,12812997,1,H1,KO,24,,,,no_band,24.0,111.0,True,0,level,1,23.0,18.3,21.4,30.5,28.7,19,1990.0,1905.0,85.0,T12812997_24
84,12812997,2,H2,KO,69,,,,no_band,69.0,111.0,True,0,level,1,22.0,-1.1,24.6,30.5,28.7,19,1990.0,1905.0,85.0,T12812997_69
85,12813019,1,H1,KO,25,,,,no_band,25.0,102.0,True,1,home,1,8.2,11.1,8.6,17.8,13.9,20,1943.0,1756.0,187.0,T12813019_25
85,12813019,2,H2,KO,67,,,,no_band,67.0,102.0,True,2,home,1,-3.8,-6.0,-18.0,17.8,13.9,20,1943.0,1756.0,187.0,T12813019_67
86,12813018,1,H1,KO,23,,,,no_band,23.0,146.0,True,1,away,-1,-11.6,6.7,3.0,33.4,34.5,13,1800.0,1742.0,-58.0,T12813018_23
86,12813018,2,H2,KO,68,,,,no_band,68.0,146.0,True,0,level,1,5.4,-4.8,-6.6,33.4,34.5,13,1800.0,1742.0,58.0,T12813018_68
87,12812999,1,H1,KO,25,,,,no_band,25.0,139.0,True,0,level,1,5.4,-7.6,15.8,30.6,27.6,18,2148.0,1622.0,526.0,T12812999_25
87,12812999,2,H2,KO,73,,,,no_band,73.0,139.0,True,0,level,1,47.6,-8.8,46.2,30.6,27.6,18,2148.0,1622.0,526.0,T12812999_73
88,12813011,1,H1,KO,24,,,,no_band,24.0,119.0,True,1,home,1,35.0,-6.1,13.6,31.8,30.9,20,2009.0,1570.0,439.0,T12813011_24
88,12813011,2,H2,KO,69,,,,no_band,69.0,119.0,True,1,home,1,6.6,-2.0,-13.0,31.8,30.9,20,2009.0,1570.0,439.0,T12813011_69
89,12813010,1,H1,KO,23,,,,no_band,23.0,107.0,True,0,level,-1,24.2,-5.8,24.4,34.4,37.4,17,1823.0,2134.0,311.0,T12813010_23
89,12813010,2,H2,KO,73,,,,no_band,73.0,107.0,True,1,away,-1,22.2,4.0,22.4,34.4,37.4,17,1823.0,2134.0,311.0,T12813010_73
90,12813009,1,H1,KO,24,,,,no_band,24.0,141.0,True,0,level,1,23.4,-6.9,-15.0,35.3,33.8,12,1764.0,1886.0,-122.0,T12813009_24
90,12813009,2,H2,KO,68,,,,no_band,68.0,141.0,True,1,away,-1,14.2,12.2,12.8,35.3,33.8,12,1764.0,1886.0,122.0,T12813009_68
91,12813006,1,H1,KO,27,,,,no_band,27.0,81.0,True,0,level,-1,11.4,0.7,-1.2,30.9,27.7,16,2031.0,1934.0,-97.0,T12813006_27
91,12813006,2,H2,KO,68,,,,no_band,68.0,81.0,True,0,level,1,21.0,-14.7,-28.6,30.9,27.7,16,2031.0,1934.0,97.0,T12813006_68
92,12813007,1,H1,KO,23,,,,no_band,23.0,117.0,True,0,level,1,10.4,-21.2,-11.4,20.4,17.2,19,1913.0,2076.0,-163.0,T12813007_23
92,12813007,2,H2,KO,71,,,,no_band,71.0,117.0,True,1,away,-1,-30.8,-10.0,-17.2,20.4,17.2,19,1913.0,2076.0,163.0,T12813007_71
93,12812990,1,H1,KO,23,,,,no_band,23.0,107.0,True,0,level,-1,23.6,-14.0,6.6,33.5,35.4,14,2013.0,2159.0,146.0,T12812990_23
93,12812990,2,H2,KO,68,,,,no_band,68.0,107.0,True,0,level,-1,14.8,2.9,22.8,33.5,35.4,14,2013.0,2159.0,146.0,T12812990_68
94,12813002,1,H1,KO,24,,,,no_band,24.0,103.0,True,1,away,-1,5.0,-3.0,5.4,25.7,28.0,17,1747.0,1961.0,214.0,T12813002_24
94,12813002,2,H2,KO,69,,,,no_band,69.0,103.0,True,2,away,-1,-21.6,-8.7,-1.6,25.7,28.0,17,1747.0,1961.0,214.0,T12813002_69
95,12812993,1,H1,KO,23,,,,no_band,23.0,115.0,True,1,away,-1,10.8,-29.0,-23.2,31.6,29.5,12,2151.0,1747.0,-404.0,T12812993_23
95,12812993,2,H2,KO,71,,,,no_band,71.0,115.0,True,2,away,-1,-46.6,2.5,-16.2,31.6,29.5,12,2151.0,1747.0,-404.0,T12812993_71
96,12812991,1,H1,KO,23,,,,no_band,23.0,178.0,True,0,level,-1,33.0,16.1,4.8,23.4,23.1,13,1943.0,2009.0,66.0,T12812991_23
96,12812991,2,H2,KO,68,,,,no_band,68.0,178.0,True,0,level,-1,35.0,-10.5,-6.4,23.4,23.1,13,1943.0,2009.0,66.0,T12812991_68
97,12813016,1,H1,KO,29,,,,no_band,29.0,102.0,True,0,level,1,4.0,10.4,18.8,31.6,30.7,16,2143.0,1921.0,222.0,T12813016_29
97,12813016,2,H2,KO,67,,,,no_band,67.0,102.0,True,2,home,1,23.8,2.3,17.8,31.6,30.7,16,2143.0,1921.0,222.0,T12813016_67
98,12812994,1,H1,KO,23,,,,no_band,23.0,124.0,True,0,level,1,21.4,8.1,12.8,26.7,26.1,12,2177.0,1961.0,216.0,T12812994_23
98,12812994,2,H2,KO,67,,,,no_band,67.0,124.0,True,0,level,1,38.4,5.8,17.4,26.7,26.1,12,2177.0,1961.0,216.0,T12812994_67
99,12813017,1,H1,KO,23,,,,no_band,23.0,119.0,True,0,level,-1,41.4,2.6,9.8,34.7,32.0,17,1972.0,2076.0,104.0,T12813017_23
99,12813017,2,H2,KO,68,,,,no_band,68.0,119.0,True,0,level,1,8.8,-3.5,-3.8,34.7,32.0,17,1972.0,2076.0,-104.0,T12813017_68
100,12813015,1,H1,KO,23,,,,no_band,23.0,151.0,True,1,home,1,1.4,-8.4,-2.6,29.4,28.6,20,2177.0,1928.0,249.0,T12813015_23
100,12813015,2,H2,KO,75,,,,no_band,75.0,151.0,True,0,level,-1,23.0,-12.8,-11.2,29.4,28.6,20,2177.0,1928.0,-249.0,T12813015_75
101,12813008,1,H1,KO,24,,,,no_band,24.0,114.0,True,1,away,-1,4.2,8.8,9.8,31.5,29.8,14,2163.0,2190.0,27.0,T12813008_24
101,12813008,2,H2,KO,69,,,,no_band,69.0,114.0,True,2,away,-1,-11.4,-16.5,-7.8,31.5,29.8,14,2163.0,2190.0,27.0,T12813008_69
102,12812996,1,H1,KO,25,,,,no_band,25.0,115.0,True,0,level,-1,0.4,6.5,14.0,31.6,29.9,15,2097.0,2177.0,80.0,T12812996_25
102,12812996,2,H2,KO,69,,,,no_band,69.0,115.0,True,1,home,1,-24.8,10.0,-57.4,31.6,29.9,15,2097.0,2177.0,-80.0,T12812996_69
103,12813003,1,H1,KO,23,,,,no_band,23.0,122.0,True,2,away,-1,17.6,5.7,4.0,34.2,31.4,17,2121.0,2074.0,-47.0,T12813003_23
103,12813003,2,H2,KO,68,,,,no_band,68.0,122.0,True,1,away,-1,-1.4,-11.6,-22.8,34.2,31.4,17,2121.0,2074.0,-47.0,T12813003_68
104,12813005,1,H1,KO,25,,,,no_band,25.0,172.0,True,0,level,1,8.0,1.1,4.2,24.9,26.9,15,2232.0,2200.0,32.0,T12813005_25
104,12813005,2,H2,KO,67,,,,no_band,67.0,172.0,True,0,level,1,30.8,9.2,50.0,24.9,26.9,15,2232.0,2200.0,32.0,T12813005_67
